Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
7AK	0-100%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	26	68583.5
7AK	0-100%	Mobile Home	Owner	1940-59	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	0	0	24	60360.5
7AK	0-100%	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	100-150%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	272.238	26	68583.5
7AK	100-150%	Mobile Home	Owner	1940-59	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	1	272.238	24	60360.5
7AK	100-150%	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	150-200%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	530.664	26	68583.5
7AK	150-200%	Mobile Home	Owner	1940-59	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	1	530.664	24	60360.5
7AK	150-200%	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	200-300%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	43	64304
7AK	200-300%	Mobile Home	Owner	1940-59	0.170805	0.0211107	0.187316	0.0463029	0.187316	0.169172	0.0209088	0.175391	0.0216775	0	0	0	0	41	63312.8
7AK	200-300%	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	300-400%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	43	64304
7AK	300-400%	Mobile Home	Owner	1940-59	0.170805	0.0211107	0.187316	0.0463029	0.187316	0.169172	0.0209088	0.175391	0.0216775	0	0	0	0	41	63312.8
7AK	300-400%	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	400%+	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	41	98123.7
7AK	400%+	Mobile Home	Owner	1940-59	0.191272	0.0236404	0.289957	0.0716748	0.289957	0.0355088	0.00438873	0.0833045	0.0102961	0	0	0	0	38	88919.5
7AK	400%+	Mobile Home	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	Not Available	Mobile Home	Not Available	1940-59	0.178137	0.022017	0.284533	0.0703341	0.284533	0.0916267	0.0113247	0.0511689	0.00632425	0	0	1	802.902	17	15551.8
7AK	Not Available	Mobile Home	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	802.902	16	14214.3
7AK	Not Available	Mobile Home	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	79	231011
7AK	0-100%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	5	4598.49	31	15769.8
7AK	0-100%	Mobile Home	Owner	1960-79	0	0	0.339356	0.0838858	0.339356	0.0640494	0.00791622	0.147238	0.018198	0	0	3	2797.25	26	13088.7
7AK	0-100%	Mobile Home	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	2	1801.24	20	17319.9
7AK	100-150%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	0	0	31	15769.8
7AK	100-150%	Mobile Home	Owner	1960-79	0	0	0.339356	0.0838858	0.339356	0.0640494	0.00791622	0.147238	0.018198	0	0	0	0	26	13088.7
7AK	100-150%	Mobile Home	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	0	0	20	17319.9
7AK	150-200%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	1	20.1907	31	15769.8
7AK	150-200%	Mobile Home	Owner	1960-79	0	0	0.339356	0.0838858	0.339356	0.0640494	0.00791622	0.147238	0.018198	0	0	1	20.1907	26	13088.7
7AK	150-200%	Mobile Home	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	0	0	20	17319.9
7AK	200-300%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	1347.56	42	16105
7AK	200-300%	Mobile Home	Owner	1960-79	0	0	0.347199	0.0858246	0.347199	0	0	0.192359	0.0237747	0.00364289	0	2	1347.56	30	11208.3
7AK	200-300%	Mobile Home	Renter	1960-79	0	0	0.445	0.11	0.445	0	0	0	0	0	0	0	0	12	4896.7
7AK	300-400%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	1543.82	42	16105
7AK	300-400%	Mobile Home	Owner	1960-79	0	0	0.347199	0.0858246	0.347199	0	0	0.192359	0.0237747	0.00364289	0	2	1543.82	30	11208.3
7AK	300-400%	Mobile Home	Renter	1960-79	0	0	0.445	0.11	0.445	0	0	0	0	0	0	0	0	12	4896.7
7AK	400%+	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	0	0	35	23403.5
7AK	400%+	Mobile Home	Owner	1960-79	0	0	0.26411	0.0652856	0.26411	0	0	0.202693	0.0250519	0.17875	0	0	0	28	19396.9
7AK	400%+	Mobile Home	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	0	0	20	17319.9
7AK	Not Available	Mobile Home	Not Available	1960-79	0	0	0.320252	0.0791635	0.320252	0.0151655	0.00187439	0.177849	0.0219814	0.0634613	0	8	7510.05	70	55278.4
7AK	Not Available	Mobile Home	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	6	5708.82	54	43693.9
7AK	Not Available	Mobile Home	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	1801.24	16	11584.4
7AK	0-100%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	1281.42	39	22128.8
7AK	0-100%	Mobile Home	Owner	1980-99	0.00835447	0.00103257	0.388032	0.085587	0.304445	0.027922	0.00345103	0.0687508	0.0084973	0.103928	0	1	1281.42	33	17468.4
7AK	0-100%	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	100-150%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	39	22128.8
7AK	100-150%	Mobile Home	Owner	1980-99	0.00835447	0.00103257	0.388032	0.085587	0.304445	0.027922	0.00345103	0.0687508	0.0084973	0.103928	0	0	0	33	17468.4
7AK	100-150%	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	150-200%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	39	22128.8
7AK	150-200%	Mobile Home	Owner	1980-99	0.00835447	0.00103257	0.388032	0.085587	0.304445	0.027922	0.00345103	0.0687508	0.0084973	0.103928	0	0	0	33	17468.4
7AK	150-200%	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	200-300%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	51	17019.7
7AK	200-300%	Mobile Home	Owner	1980-99	0.0776076	0.00959195	0.359812	0.0861605	0.337305	0	0	0.0528515	0.00653221	0.0701398	0	0	0	45	14560.5
7AK	200-300%	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	300-400%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	51	17019.7
7AK	300-400%	Mobile Home	Owner	1980-99	0.0776076	0.00959195	0.359812	0.0861605	0.337305	0	0	0.0528515	0.00653221	0.0701398	0	0	0	45	14560.5
7AK	300-400%	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	400%+	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	46	33258.9
7AK	400%+	Mobile Home	Owner	1980-99	0.0197708	0.00244358	0.390592	0.0859776	0.305046	0	0	0.0638167	0.00788746	0.124466	0	0	0	41	30242.6
7AK	400%+	Mobile Home	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7AK	Not Available	Mobile Home	Not Available	1980-99	0.0510958	0.00631521	0.363581	0.0811223	0.292772	0.0147809	0.00182686	0.0866346	0.0107076	0.0911637	0	1	1281.42	92	72407.5
7AK	Not Available	Mobile Home	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	1281.42	78	62271.6
7AK	Not Available	Mobile Home	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	14	10135.9
7AK	0-100%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	21	10447.8
7AK	0-100%	Mobile Home	Owner	2000-09	0.165789	0.0204908	0.28625	0.088448	0.429375	0	0	0	0	0.00964728	0	0	0	20	36946.2
7AK	0-100%	Mobile Home	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	12	4667.88
7AK	100-150%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	21	10447.8
7AK	100-150%	Mobile Home	Owner	2000-09	0.165789	0.0204908	0.28625	0.088448	0.429375	0	0	0	0	0.00964728	0	0	0	20	36946.2
7AK	100-150%	Mobile Home	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	12	4667.88
7AK	150-200%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	21	10447.8
7AK	150-200%	Mobile Home	Owner	2000-09	0.165789	0.0204908	0.28625	0.088448	0.429375	0	0	0	0	0.00964728	0	0	0	20	36946.2
7AK	150-200%	Mobile Home	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	12	4667.88
7AK	200-300%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	35	11461.1
7AK	200-300%	Mobile Home	Owner	2000-09	0.143397	0.0177232	0.244911	0.0756747	0.367366	0	0	0	0	0.150928	0	0	0	29	9100.01
7AK	200-300%	Mobile Home	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7AK	300-400%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	35	11461.1
7AK	300-400%	Mobile Home	Owner	2000-09	0.143397	0.0177232	0.244911	0.0756747	0.367366	0	0	0	0	0.150928	0	0	0	29	9100.01
7AK	300-400%	Mobile Home	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7AK	400%+	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	24	16373.4
7AK	400%+	Mobile Home	Owner	2000-09	0.043434	0.00536825	0.288867	0.0892568	0.433301	0	0	0	0	0.139772	0	0	0	22	14601.5
7AK	400%+	Mobile Home	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7AK	Not Available	Mobile Home	Not Available	2000-09	0.12881	0.0159204	0.257359	0.079521	0.386038	0	0	0	0	0.132351	0	0	0	53	38282.2
7AK	Not Available	Mobile Home	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	41	29481.4
7AK	Not Available	Mobile Home	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	12	8800.83
7AK	0-100%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	13	6766.48
7AK	0-100%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7AK	0-100%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7AK	100-150%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	327.922	13	6766.48
7AK	100-150%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7AK	100-150%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	327.922	14	15104.4
7AK	150-200%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	639.206	13	6766.48
7AK	150-200%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7AK	150-200%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	639.206	14	15104.4
7AK	200-300%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	14	5240.22
7AK	200-300%	Mobile Home	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	0	0	15	17445.5
7AK	200-300%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	12	10142.5
7AK	300-400%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	14	5240.22
7AK	300-400%	Mobile Home	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	0	0	15	17445.5
7AK	300-400%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	12	10142.5
7AK	400%+	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	30	21576.6
7AK	400%+	Mobile Home	Owner	2010s	0	0	0	0	0.817025	0	0	0	0	0.182975	0	0	0	28	20477.6
7AK	400%+	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7AK	Not Available	Mobile Home	Not Available	2010s	0	0	0	0	0.885856	0	0	0	0	0.114144	0	1	967.128	26	17703.8
7AK	Not Available	Mobile Home	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	16	10799.2
7AK	Not Available	Mobile Home	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	1	967.128	10	6904.59
7AK	0-100%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	26	68583.5
7AK	0-100%	Mobile Home	Owner	<1940	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	0	0	24	60360.5
7AK	0-100%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	100-150%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	26	68583.5
7AK	100-150%	Mobile Home	Owner	<1940	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	0	0	24	60360.5
7AK	100-150%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	150-200%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	26	68583.5
7AK	150-200%	Mobile Home	Owner	<1940	0.224303	0.0277229	0.197009	0.0486988	0.197009	0.0236074	0.00291777	0.248071	0.0306605	0	0	0	0	24	60360.5
7AK	150-200%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	200-300%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	43	64304
7AK	200-300%	Mobile Home	Owner	<1940	0.170805	0.0211107	0.187316	0.0463029	0.187316	0.169172	0.0209088	0.175391	0.0216775	0	0	0	0	41	63312.8
7AK	200-300%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	300-400%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	43	64304
7AK	300-400%	Mobile Home	Owner	<1940	0.170805	0.0211107	0.187316	0.0463029	0.187316	0.169172	0.0209088	0.175391	0.0216775	0	0	0	0	41	63312.8
7AK	300-400%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	400%+	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	41	98123.7
7AK	400%+	Mobile Home	Owner	<1940	0.191272	0.0236404	0.289957	0.0716748	0.289957	0.0355088	0.00438873	0.0833045	0.0102961	0	0	0	0	38	88919.5
7AK	400%+	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7AK	Not Available	Mobile Home	Not Available	<1940	0.178137	0.022017	0.284533	0.0703341	0.284533	0.0916267	0.0113247	0.0511689	0.00632425	0	0	0	0	17	15551.8
7AK	Not Available	Mobile Home	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	16	14214.3
7AK	Not Available	Mobile Home	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	79	231011
7AK	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	18	36095.8
7AK	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	0	0	18	41670.3
7AK	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0390917	0.00483156	0.173826	0.0429683	0.173826	0.146687	0.0181299	0.356569	0.0440703	0	0	0	0	16	34954.8
7AK	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	392.352	18	36095.8
7AK	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	0	0	18	41670.3
7AK	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0390917	0.00483156	0.173826	0.0429683	0.173826	0.146687	0.0181299	0.356569	0.0440703	0	0	1	392.352	16	34954.8
7AK	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	764.797	18	36095.8
7AK	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	0	0	18	41670.3
7AK	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0390917	0.00483156	0.173826	0.0429683	0.173826	0.146687	0.0181299	0.356569	0.0440703	0	0	1	764.797	16	34954.8
7AK	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	18	41670.3
7AK	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	0	0	18	41670.3
7AK	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	0	0	16	39499
7AK	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	109.461	18	41670.3
7AK	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	1	109.461	18	41670.3
7AK	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	0	0	16	39499
7AK	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	177.978	18	41670.3
7AK	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	1	177.978	18	41670.3
7AK	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	0	0	16	39499
7AK	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	2	1444.59	18	41670.3
7AK	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	287.439	18	41670.3
7AK	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	1157.15	16	39499
7AK	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	3	2953.2	11	8859.78
7AK	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	0	0	37	69583.9
7AK	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.114105	0.0141029	0.232382	0.0574428	0.232382	0	0	0.311131	0.0384543	0	0	3	2953.2	10	9015.46
7AK	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	1	921.504	11	8859.78
7AK	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	1	921.504	37	69583.9
7AK	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.114105	0.0141029	0.232382	0.0574428	0.232382	0	0	0.311131	0.0384543	0	0	0	0	10	9015.46
7AK	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	1	1.66203	11	8859.78
7AK	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	1	1.66203	37	69583.9
7AK	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.114105	0.0141029	0.232382	0.0574428	0.232382	0	0	0.311131	0.0384543	0	0	0	0	10	9015.46
7AK	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	1632.29	10	7857.46
7AK	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	0	0	37	69583.9
7AK	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.139228	0.0344159	0.139228	0.0735015	0.00908445	0.538043	0.0664996	0	0	2	1632.29	15	19114.1
7AK	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	2	1910.42	10	7857.46
7AK	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	0	0	37	69583.9
7AK	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.139228	0.0344159	0.139228	0.0735015	0.00908445	0.538043	0.0664996	0	0	2	1910.42	15	19114.1
7AK	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	0	0	37	69583.9
7AK	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	0	0	37	69583.9
7AK	400%+	Multi-Family with 2 - 4 Units	Renter	1960-79	0.0589178	0.00728198	0.236392	0.0584339	0.236392	0.0883632	0.0109213	0.269935	0.0333628	0	0	0	0	34	66071.4
7AK	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0.0510149	0.00630521	0.269838	0.0667015	0.269838	0.0651059	0.00804679	0.234204	0.0289465	0	0	7	7419.07	18	20164.9
7AK	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	1	923.166	37	69583.9
7AK	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	6	6495.91	16	18085.9
7AK	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	250.526	25	46478.9
7AK	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	0	0	36	96587.5
7AK	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.00548296	0.000677669	0.25756	0.0615113	0.240123	0.030244	0.00373803	0.356591	0.044073	0	0	1	250.526	24	44973.3
7AK	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	857.776	25	46478.9
7AK	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	0	0	36	96587.5
7AK	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.00548296	0.000677669	0.25756	0.0615113	0.240123	0.030244	0.00373803	0.356591	0.044073	0	0	1	857.776	24	44973.3
7AK	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	25	46478.9
7AK	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	0	0	36	96587.5
7AK	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.00548296	0.000677669	0.25756	0.0615113	0.240123	0.030244	0.00373803	0.356591	0.044073	0	0	0	0	24	44973.3
