Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=Other Fuel	Option=Propane	Option=Solar Thermal	Option=Wood	source_count	source_weight	fallback_count	fallback_weight
Mobile Home	Propane	WI	0.831819	0	0	0	0.168181	0	0	2	11576.6	37	224778
Multi-Family with 2 - 4 Units	Propane	WI	0.812471	0	0	0	0.187529	0	0	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	WI	0.812471	0	0	0	0.187529	0	0	2	15318.3	12	63710.9
Single-Family Attached	Propane	WI	0.822687	0	0	0	0.177313	0	0	2	6762.13	35	213202
Single-Family Detached	Propane	WI	0.816879	0	0	0	0.183121	0	0	33	206439	33	206439
Mobile Home	Propane	WV	0.652738	0	0.00826427	0	0.338998	0	0	1	4895.07	98	680865
Multi-Family with 2 - 4 Units	Propane	WV	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	WV	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	WV	0.652738	0	0.00826427	0	0.338998	0	0	1	2095.8	98	680865
Single-Family Detached	Propane	WV	0.652738	0	0.00826427	0	0.338998	0	0	6	21030.7	98	680865
Mobile Home	Propane	WY	0.690559	0	0	0	0.309441	0	0	3	4167.42	16	18197.7
Multi-Family with 2 - 4 Units	Propane	WY	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Multi-Family with 5+ Units	Propane	WY	0.734571	0	0	0	0.265429	0	0	0	0	34	191691
Single-Family Attached	Propane	WY	0.598646	0	0	0	0.401354	0	0	1	821.043	13	14030.3
Single-Family Detached	Propane	WY	0.5737	0	0	0	0.4263	0	0	12	13209.3	12	13209.3
Mobile Home	Wood	AK	0.270604	0.296168	0	0.167637	0.26559	0	0	0	0	11	10559.3
Multi-Family with 2 - 4 Units	Wood	AK	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AK	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	AK	0.270604	0.296168	0	0.167637	0.26559	0	0	0	0	11	10559.3
Single-Family Detached	Wood	AK	0.270604	0.296168	0	0.167637	0.26559	0	0	11	10559.3	11	10559.3
Mobile Home	Wood	AL	0.787659	0	0	0	0.212341	0	0	1	10005.5	20	106721
Multi-Family with 2 - 4 Units	Wood	AL	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AL	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	AL	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Single-Family Detached	Wood	AL	0.787659	0	0	0	0.212341	0	0	4	28207.8	20	106721
Mobile Home	Wood	AR	0.851299	0	0	0	0.148701	0	0	2	9149.58	14	55370.1
Multi-Family with 2 - 4 Units	Wood	AR	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AR	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	AR	0.821863	0	0	0	0.178137	0	0	1	1840.48	12	46220.5
Single-Family Detached	Wood	AR	0.814475	0	0	0	0.185525	0	0	11	44380	11	44380
Mobile Home	Wood	AZ	0.52327	0	0.0280156	0.0573147	0.3914	0	0	0	0	21	103766
Multi-Family with 2 - 4 Units	Wood	AZ	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AZ	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	AZ	0.52327	0	0.0280156	0.0573147	0.3914	0	0	0	0	21	103766
Single-Family Detached	Wood	AZ	0.52327	0	0.0280156	0.0573147	0.3914	0	0	8	42317	21	103766
Mobile Home	Wood	CA	0.34839	0	0.0784572	0	0.523066	0.0500874	0	0	0	17	188301
Multi-Family with 2 - 4 Units	Wood	CA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	CA	0.34839	0	0.0784572	0	0.523066	0.0500874	0	0	0	17	188301
Single-Family Detached	Wood	CA	0.34839	0	0.0784572	0	0.523066	0.0500874	0	17	188301	17	188301
Mobile Home	Wood	CO	0.757901	0	0.101732	0	0.140367	0	0	0	0	45	125007
Multi-Family with 2 - 4 Units	Wood	CO	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CO	0.766575	0	0.119662	0	0.113762	0	0	1	6317.55	8	47238.3
Single-Family Attached	Wood	CO	0.757901	0	0.101732	0	0.140367	0	0	0	0	45	125007
Single-Family Detached	Wood	CO	0.757901	0	0.101732	0	0.140367	0	0	8	43541	45	125007
Mobile Home	Wood	CT	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	1	5587.79	79	179137
Multi-Family with 2 - 4 Units	Wood	CT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	CT	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	0	0	79	179137
Single-Family Detached	Wood	CT	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	3	11779	79	179137
Mobile Home	Wood	DC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	DC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	DC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	DC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	DC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Mobile Home	Wood	DE	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	DE	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	DE	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	DE	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	DE	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	1	3292.41	49	339174
Mobile Home	Wood	FL	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	FL	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	FL	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	FL	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	FL	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Mobile Home	Wood	GA	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	1	10785.2	49	339174
Multi-Family with 2 - 4 Units	Wood	GA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	GA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	GA	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	GA	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	5	49365.3	49	339174
Mobile Home	Wood	HI	0.619884	0.00743214	0.060746	0.00420675	0.266774	0.022414	0.0185432	0	0	66	420785
Multi-Family with 2 - 4 Units	Wood	HI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	HI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	HI	0.619884	0.00743214	0.060746	0.00420675	0.266774	0.022414	0.0185432	0	0	66	420785
Single-Family Detached	Wood	HI	0.619884	0.00743214	0.060746	0.00420675	0.266774	0.022414	0.0185432	0	0	66	420785
Mobile Home	Wood	IA	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	IA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	IA	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	IA	0.674961	0	0.109101	0	0.14391	0	0.0720279	2	7410.92	28	156043
Mobile Home	Wood	ID	0.884303	0	0	0	0.115697	0	0	0	0	17	41658.7
Multi-Family with 2 - 4 Units	Wood	ID	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	ID	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	ID	0.884303	0	0	0	0.115697	0	0	0	0	17	41658.7
Single-Family Detached	Wood	ID	0.884303	0	0	0	0.115697	0	0	17	41658.7	17	41658.7
Mobile Home	Wood	IL	0.713763	0	0.0529459	0	0.173608	0	0.0596833	0	0	38	344770
Multi-Family with 2 - 4 Units	Wood	IL	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IL	0.766575	0	0.119662	0	0.113762	0	0	1	13852.2	8	47238.3
Single-Family Attached	Wood	IL	0.713763	0	0.0529459	0	0.173608	0	0.0596833	0	0	38	344770
Single-Family Detached	Wood	IL	0.713763	0	0.0529459	0	0.173608	0	0.0596833	2	17136.1	38	344770
Mobile Home	Wood	IN	0.713763	0	0.0529459	0	0.173608	0	0.0596833	0	0	38	344770
Multi-Family with 2 - 4 Units	Wood	IN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	IN	0.713763	0	0.0529459	0	0.173608	0	0.0596833	1	3258.93	38	344770
Single-Family Detached	Wood	IN	0.713763	0	0.0529459	0	0.173608	0	0.0596833	5	28901.2	38	344770
Mobile Home	Wood	KS	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	KS	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	KS	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	KS	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	KS	0.674961	0	0.109101	0	0.14391	0	0.0720279	4	22525.7	28	156043
Mobile Home	Wood	KY	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	KY	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	KY	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	KY	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Single-Family Detached	Wood	KY	0.787659	0	0	0	0.212341	0	0	9	36412.5	20	106721
Mobile Home	Wood	LA	0.676497	0	0.190911	0	0.132592	0	0	0	0	28	154856
Multi-Family with 2 - 4 Units	Wood	LA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	LA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	LA	0.676497	0	0.190911	0	0.132592	0	0	0	0	28	154856
Single-Family Detached	Wood	LA	0.676497	0	0.190911	0	0.132592	0	0	4	23011.5	28	154856
Mobile Home	Wood	MA	0.282723	0.291678	0.20786	0	0.103919	0	0.11382	0	0	10	40886.8
Multi-Family with 2 - 4 Units	Wood	MA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MA	0.766575	0	0.119662	0	0.113762	0	0	2	10583.4	8	47238.3
Single-Family Attached	Wood	MA	0.282723	0.291678	0.20786	0	0.103919	0	0.11382	1	3544.25	10	40886.8
Single-Family Detached	Wood	MA	0.282723	0.291678	0.20786	0	0.103919	0	0.11382	9	37342.5	10	40886.8
Mobile Home	Wood	MD	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	MD	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MD	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MD	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	MD	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	3	18329.9	49	339174
Mobile Home	Wood	ME	0.502869	0.279035	0	0	0.157985	0	0.0601104	3	8670.95	17	40761.9
Multi-Family with 2 - 4 Units	Wood	ME	0.766575	0	0.119662	0	0.113762	0	0	1	3022.52	8	47238.3
Multi-Family with 5+ Units	Wood	ME	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	ME	0.368545	0.35443	0	0	0.200673	0	0.0763522	0	0	14	32090.9
Single-Family Detached	Wood	ME	0.368545	0.35443	0	0	0.200673	0	0.0763522	14	32090.9	14	32090.9
Mobile Home	Wood	MI	0.799728	0	0.0884168	0	0.0642953	0	0.0475603	1	12016.4	12	119993
Multi-Family with 2 - 4 Units	Wood	MI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MI	0.77744	0	0.0982565	0	0.0714506	0	0.0528532	1	5706.89	11	107976
Single-Family Detached	Wood	MI	0.820823	0	0.103739	0	0.0754377	0	0	10	102269	10	102269
Mobile Home	Wood	MN	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	MN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MN	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	MN	0.674961	0	0.109101	0	0.14391	0	0.0720279	7	43474.7	28	156043
Mobile Home	Wood	MO	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	MO	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MO	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MO	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	MO	0.674961	0	0.109101	0	0.14391	0	0.0720279	7	61365.4	28	156043
Mobile Home	Wood	MS	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	MS	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MS	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MS	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Single-Family Detached	Wood	MS	0.787659	0	0	0	0.212341	0	0	1	8010.98	20	106721
Mobile Home	Wood	MT	0.771487	0	0.0791793	0	0.149334	0	0	1	2212.23	13	31512.5
Multi-Family with 2 - 4 Units	Wood	MT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	MT	0.829735	0	0.0851574	0	0.0851073	0	0	0	0	12	29300.3
Single-Family Detached	Wood	MT	0.829735	0	0.0851574	0	0.0851073	0	0	12	29300.3	12	29300.3
Mobile Home	Wood	NC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	NC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	NC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	8	67942.4	49	339174
Mobile Home	Wood	ND	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	ND	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	ND	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	ND	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	ND	0.674961	0	0.109101	0	0.14391	0	0.0720279	2	2016.19	28	156043
Mobile Home	Wood	NE	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	NE	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NE	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NE	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	NE	0.674961	0	0.109101	0	0.14391	0	0.0720279	4	15679.2	28	156043
Mobile Home	Wood	NH	0.395689	0.156967	0	0	0.367703	0	0.0796401	0	0	13	42962.7
Multi-Family with 2 - 4 Units	Wood	NH	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NH	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NH	0.395689	0.156967	0	0	0.367703	0	0.0796401	0	0	13	42962.7
Single-Family Detached	Wood	NH	0.395689	0.156967	0	0	0.367703	0	0.0796401	13	42962.7	13	42962.7
Mobile Home	Wood	NJ	0.72178	0.131148	0	0	0.103881	0	0.0431913	0	0	36	272768
Multi-Family with 2 - 4 Units	Wood	NJ	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NJ	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NJ	0.72178	0.131148	0	0	0.103881	0	0.0431913	0	0	36	272768
Single-Family Detached	Wood	NJ	0.72178	0.131148	0	0	0.103881	0	0.0431913	2	13442.5	36	272768
Mobile Home	Wood	NM	0.36985	0	0.0603801	0	0.56977	0	0	4	22567	10	48146.3
Multi-Family with 2 - 4 Units	Wood	NM	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NM	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NM	0.36985	0	0.0603801	0	0.56977	0	0	0	0	10	48146.3
Single-Family Detached	Wood	NM	0.36985	0	0.0603801	0	0.56977	0	0	6	25579.3	10	48146.3
Mobile Home	Wood	NV	0.52327	0	0.0280156	0.0573147	0.3914	0	0	0	0	21	103766
Multi-Family with 2 - 4 Units	Wood	NV	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NV	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NV	0.52327	0	0.0280156	0.0573147	0.3914	0	0	0	0	21	103766
Single-Family Detached	Wood	NV	0.52327	0	0.0280156	0.0573147	0.3914	0	0	3	13303.2	21	103766
Mobile Home	Wood	NY	0.460228	0.343385	0	0	0.132942	0	0.0634454	3	20026.7	12	84718.8
Multi-Family with 2 - 4 Units	Wood	NY	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NY	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	NY	0.460228	0.343385	0	0	0.132942	0	0.0634454	0	0	12	84718.8
Single-Family Detached	Wood	NY	0.460228	0.343385	0	0	0.132942	0	0.0634454	9	64692.1	12	84718.8
Mobile Home	Wood	OH	0.713763	0	0.0529459	0	0.173608	0	0.0596833	2	28209.4	38	344770
Multi-Family with 2 - 4 Units	Wood	OH	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OH	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	OH	0.713763	0	0.0529459	0	0.173608	0	0.0596833	0	0	38	344770
Single-Family Detached	Wood	OH	0.713763	0	0.0529459	0	0.173608	0	0.0596833	6	81894.3	38	344770
Mobile Home	Wood	OK	0.676497	0	0.190911	0	0.132592	0	0	1	7703.52	28	154856
Multi-Family with 2 - 4 Units	Wood	OK	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OK	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	OK	0.676497	0	0.190911	0	0.132592	0	0	0	0	28	154856
Single-Family Detached	Wood	OK	0.676497	0	0.190911	0	0.132592	0	0	5	30224.3	28	154856
Mobile Home	Wood	OR	0.832491	0	0.0831037	0	0.0844057	0	0	5	29742.4	24	129807
Multi-Family with 2 - 4 Units	Wood	OR	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OR	0.766575	0	0.119662	0	0.113762	0	0	2	12134.5	8	47238.3
Single-Family Attached	Wood	OR	0.83822	0	0.107805	0	0.0539754	0	0	0	0	19	100065
Single-Family Detached	Wood	OR	0.83822	0	0.107805	0	0.0539754	0	0	19	100065	19	100065
Mobile Home	Wood	PA	0.827265	0.0382677	0	0	0.0977783	0	0.0366893	0	0	22	174607
Multi-Family with 2 - 4 Units	Wood	PA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	PA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	PA	0.827265	0.0382677	0	0	0.0977783	0	0.0366893	0	0	22	174607
Single-Family Detached	Wood	PA	0.827265	0.0382677	0	0	0.0977783	0	0.0366893	22	174607	22	174607
Mobile Home	Wood	RI	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	0	0	79	179137
Multi-Family with 2 - 4 Units	Wood	RI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	RI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	RI	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	0	0	79	179137
Single-Family Detached	Wood	RI	0.420527	0.20618	0.0786352	0	0.201076	0	0.0935815	4	7083.08	79	179137
Mobile Home	Wood	SC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	SC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	SC	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	SC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	0	0	49	339174
Single-Family Detached	Wood	SC	0.919337	0.00970713	0	0	0.0393074	0	0.0316488	3	18179.9	49	339174
Mobile Home	Wood	SD	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	SD	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	SD	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	SD	0.674961	0	0.109101	0	0.14391	0	0.0720279	0	0	28	156043
Single-Family Detached	Wood	SD	0.674961	0	0.109101	0	0.14391	0	0.0720279	2	3570.42	28	156043
Mobile Home	Wood	TN	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	TN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	TN	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	TN	0.787659	0	0	0	0.212341	0	0	0	0	20	106721
Single-Family Detached	Wood	TN	0.787659	0	0	0	0.212341	0	0	5	24084.1	20	106721
Mobile Home	Wood	TX	0.676497	0	0.190911	0	0.132592	0	0	0	0	28	154856
Multi-Family with 2 - 4 Units	Wood	TX	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	TX	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	TX	0.676497	0	0.190911	0	0.132592	0	0	0	0	28	154856
Single-Family Detached	Wood	TX	0.676497	0	0.190911	0	0.132592	0	0	4	38546.9	28	154856
Mobile Home	Wood	UT	0.757901	0	0.101732	0	0.140367	0	0	0	0	45	125007
Multi-Family with 2 - 4 Units	Wood	UT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	UT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	UT	0.757901	0	0.101732	0	0.140367	0	0	0	0	45	125007
Single-Family Detached	Wood	UT	0.757901	0	0.101732	0	0.140367	0	0	0	0	45	125007
Mobile Home	Wood	VA	0.960607	0	0	0	0.0393931	0	0	3	26691.1	19	137626
Multi-Family with 2 - 4 Units	Wood	VA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	VA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	VA	0.951129	0	0	0	0.0488711	0	0	2	9768.1	16	110935
Single-Family Detached	Wood	VA	0.94641	0	0	0	0.0535898	0	0	14	101167	14	101167
Mobile Home	Wood	VT	0.420888	0.229121	0	0	0.316994	0	0.0329972	2	2267.51	31	30076.1
Multi-Family with 2 - 4 Units	Wood	VT	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	VT	0.766575	0	0.119662	0	0.113762	0	0	1	1328.12	8	47238.3
Single-Family Attached	Wood	VT	0.455207	0.206827	0	0	0.302278	0	0.0356878	0	0	29	27808.6
Single-Family Detached	Wood	VT	0.455207	0.206827	0	0	0.302278	0	0.0356878	29	27808.6	29	27808.6
Mobile Home	Wood	WA	0.915297	0	0	0	0	0	0.0847034	2	12316.7	14	92117.6
Multi-Family with 2 - 4 Units	Wood	WA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	WA	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
Single-Family Attached	Wood	WA	0.902223	0	0	0	0	0	0.0977769	0	0	12	79800.9
Single-Family Detached	Wood	WA	0.902223	0	0	0	0	0	0.0977769	12	79800.9	12	79800.9
Mobile Home	Wood	WI	0.587548	0	0	0	0.297573	0	0.114879	1	6243.84	10	65378
Multi-Family with 2 - 4 Units	Wood	WI	0.766575	0	0.119662	0	0.113762	0	0	0	0	8	47238.3
