Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
300-400%	Single-Family Detached	OR	Not Available	0	0	1	54	152762	54	152762
300-400%	Single-Family Detached	OR	Owner	0.795175	0.204825	0	50	136449	50	136449
300-400%	Single-Family Detached	OR	Renter	0.24538	0.75462	0	4	16313.5	31	167519
400%+	Single-Family Detached	OR	Not Available	0	0	1	127	552522	127	552522
400%+	Single-Family Detached	OR	Owner	0.505977	0.494023	0	123	537093	123	537093
400%+	Single-Family Detached	OR	Renter	0.180086	0.819914	0	4	15428.7	66	536394
Not Available	Single-Family Detached	OR	Not Available	0.545263	0.454737	0	218	1.10009e+06	218	1.10009e+06
Not Available	Single-Family Detached	OR	Owner	0	0	1	204	1.02405e+06	204	1.02405e+06
Not Available	Single-Family Detached	OR	Renter	0	0	1	14	76042.1	14	76042.1
0-100%	Single-Family Detached	PA	Not Available	0	0	1	24	206805	24	206805
0-100%	Single-Family Detached	PA	Owner	0.601036	0.398964	0	16	132329	16	132329
0-100%	Single-Family Detached	PA	Renter	0.374229	0.625771	0	8	74475.9	17	138363
100-150%	Single-Family Detached	PA	Not Available	0	0	1	27	142555	27	142555
100-150%	Single-Family Detached	PA	Owner	0.477175	0.522825	0	24	130740	24	130740
100-150%	Single-Family Detached	PA	Renter	0.242511	0.757489	0	3	11815.1	10	45161.1
150-200%	Single-Family Detached	PA	Not Available	0	0	1	48	244252	48	244252
150-200%	Single-Family Detached	PA	Owner	0.591243	0.408757	0	43	219796	43	219796
150-200%	Single-Family Detached	PA	Renter	0.230988	0.769012	0	5	24455.9	23	105191
200-300%	Single-Family Detached	PA	Not Available	0	0	1	115	519445	115	519445
200-300%	Single-Family Detached	PA	Owner	0.613711	0.386289	0	105	476972	105	476972
200-300%	Single-Family Detached	PA	Renter	0.178363	0.821637	0	10	42473	10	42473
300-400%	Single-Family Detached	PA	Not Available	0	0	1	103	494039	103	494039
300-400%	Single-Family Detached	PA	Owner	0.561385	0.438615	0	92	432278	92	432278
300-400%	Single-Family Detached	PA	Renter	0.313654	0.686346	0	11	61760.8	11	61760.8
400%+	Single-Family Detached	PA	Not Available	0	0	1	231	1.48103e+06	231	1.48103e+06
400%+	Single-Family Detached	PA	Owner	0.508364	0.491636	0	224	1.45295e+06	224	1.45295e+06
400%+	Single-Family Detached	PA	Renter	0.216351	0.783649	0	7	28078.1	20	110912
Not Available	Single-Family Detached	PA	Not Available	0.518644	0.481356	0	393	3.08812e+06	393	3.08812e+06
Not Available	Single-Family Detached	PA	Owner	0	0	1	366	2.84507e+06	366	2.84507e+06
Not Available	Single-Family Detached	PA	Renter	0	0	1	27	243059	27	243059
0-100%	Single-Family Detached	RI	Not Available	0	0	1	11	21207.4	11	21207.4
0-100%	Single-Family Detached	RI	Owner	0.399866	0.600134	0	9	17526.4	32	72550.5
0-100%	Single-Family Detached	RI	Renter	0	1	0	2	3681.06	13	33082.6
100-150%	Single-Family Detached	RI	Not Available	0	0	1	8	10566.7	56	115957
100-150%	Single-Family Detached	RI	Owner	0.530482	0.469518	0	8	10566.7	52	109179
100-150%	Single-Family Detached	RI	Renter	0.148754	0.851246	0	0	0	25	33369
150-200%	Single-Family Detached	RI	Not Available	0	0	1	11	12369	11	12369
150-200%	Single-Family Detached	RI	Owner	0.613182	0.386818	0	11	12369	11	12369
150-200%	Single-Family Detached	RI	Renter	0.00148357	0.998516	0	0	0	11	16228.2
200-300%	Single-Family Detached	RI	Not Available	0	0	1	28	25322.2	28	25322.2
200-300%	Single-Family Detached	RI	Owner	0.485166	0.514834	0	27	25160.7	27	25160.7
200-300%	Single-Family Detached	RI	Renter	0.445085	0.554915	0	1	161.55	13	24491.8
300-400%	Single-Family Detached	RI	Not Available	0	0	1	35	35119.7	35	35119.7
300-400%	Single-Family Detached	RI	Owner	0.175598	0.824402	0	34	33374.8	34	33374.8
300-400%	Single-Family Detached	RI	Renter	0.356958	0.643042	0	1	1744.97	11	19136.3
400%+	Single-Family Detached	RI	Not Available	0	0	1	87	146735	87	146735
400%+	Single-Family Detached	RI	Owner	0.269977	0.730023	0	86	145063	86	145063
400%+	Single-Family Detached	RI	Renter	0.258507	0.741493	0	1	1672.17	25	74416.7
Not Available	Single-Family Detached	RI	Not Available	0.291435	0.708565	0	133	251320	133	251320
Not Available	Single-Family Detached	RI	Owner	0	0	1	129	244061	129	244061
Not Available	Single-Family Detached	RI	Renter	0	0	1	4	7259.75	48	150105
0-100%	Single-Family Detached	SC	Not Available	0	0	1	16	91357.2	16	91357.2
0-100%	Single-Family Detached	SC	Owner	0.399725	0.600275	0	12	65561.9	12	65561.9
0-100%	Single-Family Detached	SC	Renter	0.420218	0.579782	0	4	25795.3	45	356674
100-150%	Single-Family Detached	SC	Not Available	0	0	1	30	120308	30	120308
100-150%	Single-Family Detached	SC	Owner	0.44094	0.55906	0	25	97524.7	25	97524.7
100-150%	Single-Family Detached	SC	Renter	0.430554	0.569446	0	5	22783.7	34	214688
150-200%	Single-Family Detached	SC	Not Available	0	0	1	29	110784	29	110784
150-200%	Single-Family Detached	SC	Owner	0.677827	0.322173	0	24	89405	24	89405
150-200%	Single-Family Detached	SC	Renter	0.336875	0.663125	0	5	21379.3	43	221563
200-300%	Single-Family Detached	SC	Not Available	0	0	1	56	176972	56	176972
200-300%	Single-Family Detached	SC	Owner	0.465738	0.534262	0	47	153317	47	153317
200-300%	Single-Family Detached	SC	Renter	0.308941	0.691059	0	9	23655.4	65	337467
300-400%	Single-Family Detached	SC	Not Available	0	0	1	52	174438	52	174438
300-400%	Single-Family Detached	SC	Owner	0.409829	0.590171	0	46	147843	46	147843
300-400%	Single-Family Detached	SC	Renter	0.366226	0.633774	0	6	26595.9	40	200915
400%+	Single-Family Detached	SC	Not Available	0	0	1	127	604316	127	604316
400%+	Single-Family Detached	SC	Owner	0.333785	0.666215	0	123	588197	123	588197
400%+	Single-Family Detached	SC	Renter	0.322724	0.677276	0	4	16119.8	73	514851
Not Available	Single-Family Detached	SC	Not Available	0.399137	0.600863	0	225	1.27818e+06	225	1.27818e+06
Not Available	Single-Family Detached	SC	Owner	0	0	1	203	1.14185e+06	203	1.14185e+06
Not Available	Single-Family Detached	SC	Renter	0	0	1	22	136329	22	136329
0-100%	Single-Family Detached	SD	Not Available	0	0	1	4	8251.3	87	440531
0-100%	Single-Family Detached	SD	Owner	0.58388	0.41612	0	3	6203.43	64	301735
0-100%	Single-Family Detached	SD	Renter	0.214057	0.785943	0	1	2047.86	23	138796
100-150%	Single-Family Detached	SD	Not Available	0	0	1	13	10062.7	13	10062.7
100-150%	Single-Family Detached	SD	Owner	0.498256	0.501744	0	13	10062.7	13	10062.7
100-150%	Single-Family Detached	SD	Renter	0.591788	0.408212	0	0	0	19	67403.3
150-200%	Single-Family Detached	SD	Not Available	0	0	1	18	14746.9	18	14746.9
150-200%	Single-Family Detached	SD	Owner	0.820473	0.179527	0	18	14746.9	18	14746.9
150-200%	Single-Family Detached	SD	Renter	0.500407	0.499593	0	0	0	26	60437.8
200-300%	Single-Family Detached	SD	Not Available	0	0	1	40	46059	40	46059
200-300%	Single-Family Detached	SD	Owner	0.753323	0.246677	0	35	38201.5	35	38201.5
200-300%	Single-Family Detached	SD	Renter	0.604914	0.395086	0	5	7857.53	33	117695
300-400%	Single-Family Detached	SD	Not Available	0	0	1	27	27278	27	27278
300-400%	Single-Family Detached	SD	Owner	0.858738	0.141262	0	25	25500	25	25500
300-400%	Single-Family Detached	SD	Renter	0.615094	0.384906	0	2	1777.94	19	48244.8
400%+	Single-Family Detached	SD	Not Available	0	0	1	83	129929	83	129929
400%+	Single-Family Detached	SD	Owner	0.805311	0.194689	0	79	122393	79	122393
400%+	Single-Family Detached	SD	Renter	0.431134	0.568866	0	4	7536.22	34	133773
Not Available	Single-Family Detached	SD	Not Available	0.774549	0.225451	0	136	236327	136	236327
Not Available	Single-Family Detached	SD	Owner	0	0	1	126	217107	126	217107
Not Available	Single-Family Detached	SD	Renter	0	0	1	10	19219.6	10	19219.6
0-100%	Single-Family Detached	TN	Not Available	0	0	1	50	233555	50	233555
0-100%	Single-Family Detached	TN	Owner	0.531165	0.468835	0	29	123714	29	123714
0-100%	Single-Family Detached	TN	Renter	0.362616	0.637384	0	21	109841	21	109841
100-150%	Single-Family Detached	TN	Not Available	0	0	1	48	193203	48	193203
100-150%	Single-Family Detached	TN	Owner	0.51603	0.48397	0	35	143529	35	143529
100-150%	Single-Family Detached	TN	Renter	0.330042	0.669958	0	13	49674.1	13	49674.1
150-200%	Single-Family Detached	TN	Not Available	0	0	1	37	99283.7	37	99283.7
150-200%	Single-Family Detached	TN	Owner	0.489085	0.510915	0	30	80399.1	30	80399.1
150-200%	Single-Family Detached	TN	Renter	0.235135	0.764865	0	7	18884.5	18	50842.3
200-300%	Single-Family Detached	TN	Not Available	0	0	1	103	291616	103	291616
200-300%	Single-Family Detached	TN	Owner	0.451475	0.548525	0	89	228273	89	228273
200-300%	Single-Family Detached	TN	Renter	0.103196	0.896804	0	14	63343	14	63343
300-400%	Single-Family Detached	TN	Not Available	0	0	1	100	336581	100	336581
300-400%	Single-Family Detached	TN	Owner	0.492473	0.507527	0	95	321410	95	321410
300-400%	Single-Family Detached	TN	Renter	0.399468	0.600532	0	5	15171.3	12	46477.4
400%+	Single-Family Detached	TN	Not Available	0	0	1	177	737034	177	737034
400%+	Single-Family Detached	TN	Owner	0.463989	0.536011	0	166	684583	166	684583
400%+	Single-Family Detached	TN	Renter	0.202155	0.797845	0	11	52451.8	11	52451.8
Not Available	Single-Family Detached	TN	Not Available	0.441712	0.558288	0	364	1.89127e+06	364	1.89127e+06
Not Available	Single-Family Detached	TN	Owner	0	0	1	311	1.58191e+06	311	1.58191e+06
Not Available	Single-Family Detached	TN	Renter	0	0	1	53	309366	53	309366
0-100%	Single-Family Detached	TX	Not Available	0	0	1	72	715090	72	715090
0-100%	Single-Family Detached	TX	Owner	0.277025	0.722975	0	58	564222	58	564222
0-100%	Single-Family Detached	TX	Renter	0.226714	0.773286	0	14	150868	14	150868
100-150%	Single-Family Detached	TX	Not Available	0	0	1	71	371269	71	371269
100-150%	Single-Family Detached	TX	Owner	0.429623	0.570377	0	61	314748	61	314748
100-150%	Single-Family Detached	TX	Renter	0.414154	0.585846	0	10	56521	10	56521
150-200%	Single-Family Detached	TX	Not Available	0	0	1	93	626494	93	626494
150-200%	Single-Family Detached	TX	Owner	0.54249	0.45751	0	78	540390	78	540390
150-200%	Single-Family Detached	TX	Renter	0.263256	0.736744	0	15	86103.2	15	86103.2
200-300%	Single-Family Detached	TX	Not Available	0	0	1	198	1.27083e+06	198	1.27083e+06
200-300%	Single-Family Detached	TX	Owner	0.434798	0.565202	0	174	1.09255e+06	174	1.09255e+06
200-300%	Single-Family Detached	TX	Renter	0.375519	0.624481	0	24	178279	24	178279
300-400%	Single-Family Detached	TX	Not Available	0	0	1	164	944771	164	944771
300-400%	Single-Family Detached	TX	Owner	0.375377	0.624623	0	148	849703	148	849703
300-400%	Single-Family Detached	TX	Renter	0.306087	0.693913	0	16	95068.6	16	95068.6
400%+	Single-Family Detached	TX	Not Available	0	0	1	373	2.85283e+06	373	2.85283e+06
400%+	Single-Family Detached	TX	Owner	0.382985	0.617015	0	358	2.74519e+06	358	2.74519e+06
400%+	Single-Family Detached	TX	Renter	0.336914	0.663086	0	15	107635	15	107635
Not Available	Single-Family Detached	TX	Not Available	0.389696	0.610304	0	719	6.78129e+06	719	6.78129e+06
Not Available	Single-Family Detached	TX	Owner	0	0	1	653	6.10681e+06	653	6.10681e+06
Not Available	Single-Family Detached	TX	Renter	0	0	1	66	674474	66	674474
0-100%	Single-Family Detached	UT	Not Available	0	0	1	4	18983.8	47	163270
0-100%	Single-Family Detached	UT	Owner	0.43334	0.56666	0	4	18983.8	33	125693
0-100%	Single-Family Detached	UT	Renter	0.258435	0.741565	0	0	0	14	37577.1
100-150%	Single-Family Detached	UT	Not Available	0	0	1	15	56179.3	15	56179.3
100-150%	Single-Family Detached	UT	Owner	0.348604	0.651396	0	12	43255.1	12	43255.1
100-150%	Single-Family Detached	UT	Renter	0.505959	0.494041	0	3	12924.2	17	47979.8
150-200%	Single-Family Detached	UT	Not Available	0	0	1	24	62340.8	24	62340.8
150-200%	Single-Family Detached	UT	Owner	0.472035	0.527965	0	23	60606.6	23	60606.6
150-200%	Single-Family Detached	UT	Renter	0.281118	0.718882	0	1	1734.27	16	34002.7
200-300%	Single-Family Detached	UT	Not Available	0	0	1	46	126431	46	126431
200-300%	Single-Family Detached	UT	Owner	0.771454	0.228546	0	42	116926	42	116926
200-300%	Single-Family Detached	UT	Renter	0.136093	0.863907	0	4	9504.57	26	61874.7
300-400%	Single-Family Detached	UT	Not Available	0	0	1	42	98333.2	42	98333.2
300-400%	Single-Family Detached	UT	Owner	0.660089	0.339911	0	38	87170.3	38	87170.3
300-400%	Single-Family Detached	UT	Renter	0.424804	0.575196	0	4	11163	23	47652.9
400%+	Single-Family Detached	UT	Not Available	0	0	1	84	369318	84	369318
400%+	Single-Family Detached	UT	Owner	0.598348	0.401652	0	81	357905	81	357905
400%+	Single-Family Detached	UT	Renter	0.267703	0.732297	0	3	11413.1	32	96037.4
Not Available	Single-Family Detached	UT	Not Available	0.589753	0.410247	0	146	731586	146	731586
Not Available	Single-Family Detached	UT	Owner	0	0	1	136	684847	136	684847
Not Available	Single-Family Detached	UT	Renter	0	0	1	10	46739.2	10	46739.2
0-100%	Single-Family Detached	VA	Not Available	0	0	1	16	113973	16	113973
0-100%	Single-Family Detached	VA	Owner	0.447342	0.552658	0	12	80724.6	12	80724.6
0-100%	Single-Family Detached	VA	Renter	0.420218	0.579782	0	4	33248.6	45	356674
100-150%	Single-Family Detached	VA	Not Available	0	0	1	24	88575.7	24	88575.7
100-150%	Single-Family Detached	VA	Owner	0.514928	0.485072	0	20	77836.2	20	77836.2
100-150%	Single-Family Detached	VA	Renter	0.430554	0.569446	0	4	10739.5	34	214688
150-200%	Single-Family Detached	VA	Not Available	0	0	1	32	171767	32	171767
150-200%	Single-Family Detached	VA	Owner	0.301039	0.698961	0	27	139079	27	139079
150-200%	Single-Family Detached	VA	Renter	0.336875	0.663125	0	5	32688.2	43	221563
200-300%	Single-Family Detached	VA	Not Available	0	0	1	64	244651	64	244651
200-300%	Single-Family Detached	VA	Owner	0.697706	0.302294	0	59	230475	59	230475
200-300%	Single-Family Detached	VA	Renter	0.308941	0.691059	0	5	14176	65	337467
300-400%	Single-Family Detached	VA	Not Available	0	0	1	71	276975	71	276975
300-400%	Single-Family Detached	VA	Owner	0.47417	0.52583	0	66	253956	66	253956
300-400%	Single-Family Detached	VA	Renter	0.366226	0.633774	0	5	23018.6	40	200915
400%+	Single-Family Detached	VA	Not Available	0	0	1	186	1.11205e+06	186	1.11205e+06
400%+	Single-Family Detached	VA	Owner	0.378423	0.621577	0	173	1.03036e+06	173	1.03036e+06
400%+	Single-Family Detached	VA	Renter	0.374764	0.625236	0	13	81691.4	13	81691.4
Not Available	Single-Family Detached	VA	Not Available	0.435184	0.564816	0	291	2.00799e+06	291	2.00799e+06
Not Available	Single-Family Detached	VA	Owner	0	0	1	265	1.81243e+06	265	1.81243e+06
Not Available	Single-Family Detached	VA	Renter	0	0	1	26	195562	26	195562
0-100%	Single-Family Detached	VT	Not Available	0	0	1	6	5024.23	38	89976.8
0-100%	Single-Family Detached	VT	Owner	0.399866	0.600134	0	5	4032.93	32	72550.5
0-100%	Single-Family Detached	VT	Renter	0	1	0	1	991.302	13	33082.6
100-150%	Single-Family Detached	VT	Not Available	0	0	1	10	6465.65	10	6465.65
100-150%	Single-Family Detached	VT	Owner	0.559041	0.440959	0	10	6465.65	10	6465.65
100-150%	Single-Family Detached	VT	Renter	0.148754	0.851246	0	0	0	25	33369
150-200%	Single-Family Detached	VT	Not Available	0	0	1	13	9798.31	13	9798.31
150-200%	Single-Family Detached	VT	Owner	0.371427	0.628573	0	11	8710.88	11	8710.88
150-200%	Single-Family Detached	VT	Renter	0.00148357	0.998516	0	2	1087.43	11	16228.2
200-300%	Single-Family Detached	VT	Not Available	0	0	1	46	25419.3	46	25419.3
200-300%	Single-Family Detached	VT	Owner	0.691094	0.308906	0	41	22239.8	41	22239.8
200-300%	Single-Family Detached	VT	Renter	0.445085	0.554915	0	5	3179.52	13	24491.8
300-400%	Single-Family Detached	VT	Not Available	0	0	1	42	27639.1	42	27639.1
300-400%	Single-Family Detached	VT	Owner	0.451579	0.548421	0	41	27169.9	41	27169.9
300-400%	Single-Family Detached	VT	Renter	0.356958	0.643042	0	1	469.228	11	19136.3
400%+	Single-Family Detached	VT	Not Available	0	0	1	103	85484.9	103	85484.9
400%+	Single-Family Detached	VT	Owner	0.579014	0.420986	0	97	80447.5	97	80447.5
400%+	Single-Family Detached	VT	Renter	0.258507	0.741493	0	6	5037.49	25	74416.7
Not Available	Single-Family Detached	VT	Not Available	0.552368	0.447632	0	165	159832	165	159832
Not Available	Single-Family Detached	VT	Owner	0	0	1	154	149067	154	149067
Not Available	Single-Family Detached	VT	Renter	0	0	1	11	10765	11	10765
0-100%	Single-Family Detached	WA	Not Available	0	0	1	20	107316	20	107316
0-100%	Single-Family Detached	WA	Owner	0.59796	0.40204	0	12	71491.1	12	71491.1
0-100%	Single-Family Detached	WA	Renter	0.178356	0.821644	0	8	35825.2	33	297531
100-150%	Single-Family Detached	WA	Not Available	0	0	1	21	91235	21	91235
100-150%	Single-Family Detached	WA	Owner	0.645362	0.354638	0	16	77698	16	77698
100-150%	Single-Family Detached	WA	Renter	0.200367	0.799633	0	5	13537	26	183215
150-200%	Single-Family Detached	WA	Not Available	0	0	1	30	99423	30	99423
150-200%	Single-Family Detached	WA	Owner	0.251322	0.748678	0	23	76739.4	23	76739.4
150-200%	Single-Family Detached	WA	Renter	0.336749	0.663251	0	7	22683.7	29	174034
200-300%	Single-Family Detached	WA	Not Available	0	0	1	87	336730	87	336730
200-300%	Single-Family Detached	WA	Owner	0.666865	0.333135	0	73	270794	73	270794
200-300%	Single-Family Detached	WA	Renter	0.104627	0.895373	0	14	65936.2	14	65936.2
300-400%	Single-Family Detached	WA	Not Available	0	0	1	67	228014	67	228014
300-400%	Single-Family Detached	WA	Owner	0.64455	0.35545	0	61	200933	61	200933
300-400%	Single-Family Detached	WA	Renter	0.24538	0.75462	0	6	27081.2	31	167519
400%+	Single-Family Detached	WA	Not Available	0	0	1	174	937944	174	937944
400%+	Single-Family Detached	WA	Owner	0.590133	0.409867	0	161	865506	161	865506
400%+	Single-Family Detached	WA	Renter	0.168463	0.831537	0	13	72438.8	13	72438.8
Not Available	Single-Family Detached	WA	Not Available	0.535289	0.464711	0	296	1.80066e+06	296	1.80066e+06
Not Available	Single-Family Detached	WA	Owner	0	0	1	259	1.56316e+06	259	1.56316e+06
Not Available	Single-Family Detached	WA	Renter	0	0	1	37	237502	37	237502
0-100%	Single-Family Detached	WI	Not Available	0	0	1	14	86851.4	14	86851.4
0-100%	Single-Family Detached	WI	Owner	0.413967	0.586033	0	9	50840.8	68	570505
0-100%	Single-Family Detached	WI	Renter	0.375038	0.624962	0	5	36010.7	35	343265
100-150%	Single-Family Detached	WI	Not Available	0	0	1	18	80089	18	80089
100-150%	Single-Family Detached	WI	Owner	0.366422	0.633578	0	17	79678.9	17	79678.9
100-150%	Single-Family Detached	WI	Renter	0.412976	0.587024	0	1	410.104	23	169209
150-200%	Single-Family Detached	WI	Not Available	0	0	1	28	128871	28	128871
150-200%	Single-Family Detached	WI	Owner	0.604784	0.395216	0	27	123561	27	123561
150-200%	Single-Family Detached	WI	Renter	0.165003	0.834997	0	1	5310.55	22	117391
200-300%	Single-Family Detached	WI	Not Available	0	0	1	73	263234	73	263234
200-300%	Single-Family Detached	WI	Owner	0.762504	0.237496	0	68	238037	68	238037
200-300%	Single-Family Detached	WI	Renter	0.376644	0.623356	0	5	25197.8	37	240000
300-400%	Single-Family Detached	WI	Not Available	0	0	1	71	294874	71	294874
300-400%	Single-Family Detached	WI	Owner	0.708128	0.291872	0	66	277278	66	277278
300-400%	Single-Family Detached	WI	Renter	0.343082	0.656918	0	5	17596.8	17	96374.3
400%+	Single-Family Detached	WI	Not Available	0	0	1	147	781810	147	781810
400%+	Single-Family Detached	WI	Owner	0.654629	0.345371	0	143	761627	143	761627
400%+	Single-Family Detached	WI	Renter	0.422624	0.577376	0	4	20182.4	20	149321
Not Available	Single-Family Detached	WI	Not Available	0.646743	0.353257	0	253	1.63573e+06	253	1.63573e+06
Not Available	Single-Family Detached	WI	Owner	0	0	1	238	1.53102e+06	238	1.53102e+06
Not Available	Single-Family Detached	WI	Renter	0	0	1	15	104708	15	104708
0-100%	Single-Family Detached	WV	Not Available	0	0	1	18	52092.7	18	52092.7
0-100%	Single-Family Detached	WV	Owner	0.380446	0.619554	0	13	30762.3	13	30762.3
0-100%	Single-Family Detached	WV	Renter	0.420218	0.579782	0	5	21330.4	45	356674
