Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=Has Pool	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
100-150%	Single-Family Attached	WV	Renter	1980s	0	1	0	0	0	10	64394.7
150-200%	Single-Family Attached	WV	Not Available	1980s	0	0	1	0	0	41	222865
150-200%	Single-Family Attached	WV	Owner	1980s	0.310485	0.689515	0	0	0	30	164870
150-200%	Single-Family Attached	WV	Renter	1980s	0	1	0	0	0	11	57995.1
200-300%	Single-Family Attached	WV	Not Available	1980s	0	0	1	0	0	13	43814.6
200-300%	Single-Family Attached	WV	Owner	1980s	0.123683	0.876317	0	0	0	71	319054
200-300%	Single-Family Attached	WV	Renter	1980s	0	1	0	0	0	12	55309.9
300-400%	Single-Family Attached	WV	Not Available	1980s	0	0	1	1	930.442	18	60560.9
300-400%	Single-Family Attached	WV	Owner	1980s	0	1	0	1	930.442	12	33393.8
300-400%	Single-Family Attached	WV	Renter	1980s	0	1	0	0	0	24	137086
400%+	Single-Family Attached	WV	Not Available	1980s	0	0	1	1	1164.93	40	164636
400%+	Single-Family Attached	WV	Owner	1980s	0	1	0	1	1164.93	33	145124
400%+	Single-Family Attached	WV	Renter	1980s	0	1	0	0	0	15	80725.2
Not Available	Single-Family Attached	WV	Not Available	1980s	0.0270178	0.972982	0	2	4424.84	63	354336
Not Available	Single-Family Attached	WV	Owner	1980s	0	0	1	1	2095.37	44	225979
Not Available	Single-Family Attached	WV	Renter	1980s	0	0	1	1	2329.47	19	128357
0-100%	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	23	149082
0-100%	Single-Family Attached	WV	Owner	1990s	0.19135	0.80865	0	0	0	15	92590.8
0-100%	Single-Family Attached	WV	Renter	1990s	0	1	0	0	0	17	152301
100-150%	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	24	135074
100-150%	Single-Family Attached	WV	Owner	1990s	0.424286	0.575714	0	0	0	17	99197.5
100-150%	Single-Family Attached	WV	Renter	1990s	0	1	0	0	0	10	41326.4
150-200%	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	41	222782
150-200%	Single-Family Attached	WV	Owner	1990s	0.110676	0.889324	0	0	0	29	164279
150-200%	Single-Family Attached	WV	Renter	1990s	0	1	0	0	0	12	58502.4
200-300%	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	12	50094.7
200-300%	Single-Family Attached	WV	Owner	1990s	0.152152	0.847848	0	0	0	83	381875
200-300%	Single-Family Attached	WV	Renter	1990s	0	1	0	0	0	16	72730.5
300-400%	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	96	448452
300-400%	Single-Family Attached	WV	Owner	1990s	0.25325	0.74675	0	0	0	86	399284
300-400%	Single-Family Attached	WV	Renter	1990s	0	1	0	0	0	10	49167.4
400%+	Single-Family Attached	WV	Not Available	1990s	0	0	1	0	0	23	117888
400%+	Single-Family Attached	WV	Owner	1990s	0.062086	0.937914	0	0	0	21	111636
400%+	Single-Family Attached	WV	Renter	1990s	0.17501	0.82499	0	0	0	13	83069.2
Not Available	Single-Family Attached	WV	Not Available	1990s	0.0361044	0.963896	0	0	0	46	264474
Not Available	Single-Family Attached	WV	Owner	1990s	0	0	1	0	0	29	169326
Not Available	Single-Family Attached	WV	Renter	1990s	0	0	1	0	0	17	95148.1
0-100%	Single-Family Attached	WV	Not Available	2000s	0	0	1	0	0	23	142853
0-100%	Single-Family Attached	WV	Owner	2000s	0.172714	0.827286	0	0	0	14	89589.5
0-100%	Single-Family Attached	WV	Renter	2000s	0	1	0	0	0	21	111087
100-150%	Single-Family Attached	WV	Not Available	2000s	0	0	1	0	0	26	114911
100-150%	Single-Family Attached	WV	Owner	2000s	0.0519232	0.948077	0	0	0	23	107412
100-150%	Single-Family Attached	WV	Renter	2000s	0	1	0	0	0	12	57823.6
150-200%	Single-Family Attached	WV	Not Available	2000s	0	0	1	1	269.757	12	32461.5
150-200%	Single-Family Attached	WV	Owner	2000s	0.0331279	0.966872	0	1	269.757	34	130797
150-200%	Single-Family Attached	WV	Renter	2000s	0	1	0	0	0	12	57823.6
200-300%	Single-Family Attached	WV	Not Available	2000s	0	0	1	1	1826.04	20	90150
200-300%	Single-Family Attached	WV	Owner	2000s	0.0456876	0.954312	0	1	1826.04	11	39968.1
200-300%	Single-Family Attached	WV	Renter	2000s	0	1	0	0	0	18	89149.6
300-400%	Single-Family Attached	WV	Not Available	2000s	0	0	1	1	1342.56	19	56979.4
300-400%	Single-Family Attached	WV	Owner	2000s	0	1	0	0	0	16	47730.4
300-400%	Single-Family Attached	WV	Renter	2000s	0.0200811	0.979919	0	1	1342.56	12	41049.4
400%+	Single-Family Attached	WV	Not Available	2000s	0	0	1	2	3665.53	52	212106
400%+	Single-Family Attached	WV	Owner	2000s	0	1	0	0	0	42	165637
400%+	Single-Family Attached	WV	Renter	2000s	0	1	0	2	3665.53	10	46469.4
Not Available	Single-Family Attached	WV	Not Available	2000s	0.0192672	0.980733	0	3	7103.89	87	475896
Not Available	Single-Family Attached	WV	Owner	2000s	0	0	1	1	2095.8	63	336514
Not Available	Single-Family Attached	WV	Renter	2000s	0	0	1	2	5008.09	24	139382
0-100%	Single-Family Attached	WV	Not Available	2010s	0	0	1	0	0	12	68820
0-100%	Single-Family Attached	WV	Owner	2010s	0.0731542	0.926846	0	0	0	36	166123
0-100%	Single-Family Attached	WV	Renter	2010s	0	1	0	0	0	13	73310.7
100-150%	Single-Family Attached	WV	Not Available	2010s	0	0	1	1	2014.98	13	68456.6
100-150%	Single-Family Attached	WV	Owner	2010s	0.151619	0.848381	0	1	2014.98	10	58007
100-150%	Single-Family Attached	WV	Renter	2010s	0	1	0	0	0	13	73310.7
150-200%	Single-Family Attached	WV	Not Available	2010s	0	0	1	0	0	17	76144.8
150-200%	Single-Family Attached	WV	Owner	2010s	0.0112573	0.988743	0	0	0	12	49129.5
150-200%	Single-Family Attached	WV	Renter	2010s	0	1	0	0	0	13	73310.7
200-300%	Single-Family Attached	WV	Not Available	2010s	0	0	1	0	0	51	196146
200-300%	Single-Family Attached	WV	Owner	2010s	0.069417	0.930583	0	0	0	47	187491
200-300%	Single-Family Attached	WV	Renter	2010s	0	1	0	0	0	10	28119.9
300-400%	Single-Family Attached	WV	Not Available	2010s	0	0	1	2	2889.03	13	37423.7
300-400%	Single-Family Attached	WV	Owner	2010s	0.0374292	0.962571	0	0	0	74	234140
300-400%	Single-Family Attached	WV	Renter	2010s	0	1	0	2	2889.03	10	28119.9
400%+	Single-Family Attached	WV	Not Available	2010s	0	0	1	2	909.089	37	138783
400%+	Single-Family Attached	WV	Owner	2010s	0	1	0	0	0	33	126436
400%+	Single-Family Attached	WV	Renter	2010s	0.181155	0.818845	0	2	909.089	10	51120.5
Not Available	Single-Family Attached	WV	Not Available	2010s	0.04388	0.95612	0	3	5813.1	47	211047
Not Available	Single-Family Attached	WV	Owner	2010s	0	0	1	1	2014.98	38	166818
Not Available	Single-Family Attached	WV	Renter	2010s	0	0	1	2	3798.12	20	129551
0-100%	Single-Family Attached	WV	Not Available	<1940	0	0	1	1	2111.23	30	160531
0-100%	Single-Family Attached	WV	Owner	<1940	0	1	0	1	2111.23	15	60057.8
0-100%	Single-Family Attached	WV	Renter	<1940	0	1	0	0	0	15	100473
100-150%	Single-Family Attached	WV	Not Available	<1940	0	0	1	1	2054.61	32	127121
100-150%	Single-Family Attached	WV	Owner	<1940	0.0203847	0.979615	0	1	2054.61	25	100792
100-150%	Single-Family Attached	WV	Renter	<1940	0.0167628	0.983237	0	0	0	24	141613
150-200%	Single-Family Attached	WV	Not Available	<1940	0	0	1	0	0	27	100305
150-200%	Single-Family Attached	WV	Owner	<1940	0.0527884	0.947212	0	0	0	26	99453
150-200%	Single-Family Attached	WV	Renter	<1940	0.0167628	0.983237	0	0	0	24	141613
200-300%	Single-Family Attached	WV	Not Available	<1940	0	0	1	0	0	45	176475
200-300%	Single-Family Attached	WV	Owner	<1940	0.0753074	0.924693	0	0	0	40	151464
200-300%	Single-Family Attached	WV	Renter	<1940	8.61413e-05	0.999914	0	0	0	29	145060
300-400%	Single-Family Attached	WV	Not Available	<1940	0	0	1	0	0	28	89268.8
300-400%	Single-Family Attached	WV	Owner	<1940	0.0132173	0.986783	0	0	0	24	79715.4
300-400%	Single-Family Attached	WV	Renter	<1940	8.61413e-05	0.999914	0	0	0	29	145060
400%+	Single-Family Attached	WV	Not Available	<1940	0	0	1	0	0	51	68136.1
400%+	Single-Family Attached	WV	Owner	<1940	0	1	0	0	0	40	53572.7
400%+	Single-Family Attached	WV	Renter	<1940	0	1	0	0	0	11	14563.4
Not Available	Single-Family Attached	WV	Not Available	<1940	0.0140333	0.985967	0	2	4165.84	69	146409
Not Available	Single-Family Attached	WV	Owner	<1940	0	0	1	2	4165.84	50	87061
Not Available	Single-Family Attached	WV	Renter	<1940	0	0	1	0	0	19	59348.4
0-100%	Single-Family Attached	WY	Not Available	1940s	0	0	1	0	0	11	9408.89
0-100%	Single-Family Attached	WY	Owner	1940s	0	1	0	0	0	34	18984.3
0-100%	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	14	9560.15
100-150%	Single-Family Attached	WY	Not Available	1940s	0	0	1	0	0	14	6478.57
100-150%	Single-Family Attached	WY	Owner	1940s	0	1	0	0	0	10	4674.54
100-150%	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	14	9560.15
150-200%	Single-Family Attached	WY	Not Available	1940s	0	0	1	0	0	23	12657
150-200%	Single-Family Attached	WY	Owner	1940s	0	1	0	0	0	18	8630.41
150-200%	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	14	9560.15
200-300%	Single-Family Attached	WY	Not Available	1940s	0	0	1	0	0	42	20305.7
200-300%	Single-Family Attached	WY	Owner	1940s	0	1	0	0	0	37	18371.6
200-300%	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	13	14928.3
300-400%	Single-Family Attached	WY	Not Available	1940s	0	0	1	1	119.719	31	17441.6
300-400%	Single-Family Attached	WY	Owner	1940s	0.0490458	0.950954	0	1	119.719	27	14745.7
300-400%	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	13	14928.3
400%+	Single-Family Attached	WY	Not Available	1940s	0	0	1	1	90.9563	53	44747.3
400%+	Single-Family Attached	WY	Owner	1940s	0.0328803	0.96712	0	1	90.9563	47	38234.5
400%+	Single-Family Attached	WY	Renter	1940s	0	1	0	0	0	41	253026
Not Available	Single-Family Attached	WY	Not Available	1940s	0.0178349	0.982165	0	1	210.676	118	111039
Not Available	Single-Family Attached	WY	Owner	1940s	0	0	1	1	210.676	98	90336
Not Available	Single-Family Attached	WY	Renter	1940s	0	0	1	0	0	20	20703
0-100%	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	23	83495.8
0-100%	Single-Family Attached	WY	Owner	1950s	0	1	0	0	0	19	69924.9
0-100%	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	18	23131
100-150%	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	19	61190.2
100-150%	Single-Family Attached	WY	Owner	1950s	0	1	0	0	0	17	54448.5
100-150%	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	18	23131
150-200%	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	10	29431
150-200%	Single-Family Attached	WY	Owner	1950s	0	1	0	0	0	10	27197.4
150-200%	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	18	23131
200-300%	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	21	72055.4
200-300%	Single-Family Attached	WY	Owner	1950s	0	1	0	0	0	19	68230.8
200-300%	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	13	14928.3
300-400%	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	12	31717.1
300-400%	Single-Family Attached	WY	Owner	1950s	0.010033	0.989967	0	0	0	10	25243.6
300-400%	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	13	14928.3
400%+	Single-Family Attached	WY	Not Available	1950s	0	0	1	0	0	30	135879
400%+	Single-Family Attached	WY	Owner	1950s	0.0997116	0.900288	0	0	0	29	134509
400%+	Single-Family Attached	WY	Renter	1950s	0	1	0	0	0	41	253026
Not Available	Single-Family Attached	WY	Not Available	1950s	0.042591	0.957409	0	0	0	62	320852
Not Available	Single-Family Attached	WY	Owner	1950s	0	0	1	0	0	55	295613
Not Available	Single-Family Attached	WY	Renter	1950s	0	0	1	0	0	27	45941.7
0-100%	Single-Family Attached	WY	Not Available	1960s	0	0	1	1	776.713	10	13435.9
0-100%	Single-Family Attached	WY	Owner	1960s	0	1	0	0	0	23	40301.1
0-100%	Single-Family Attached	WY	Renter	1960s	0	1	0	1	776.713	24	37310.2
100-150%	Single-Family Attached	WY	Not Available	1960s	0	0	1	0	0	11	20246.9
100-150%	Single-Family Attached	WY	Owner	1960s	0	1	0	0	0	18	34049.9
100-150%	Single-Family Attached	WY	Renter	1960s	0	1	0	0	0	24	37310.2
150-200%	Single-Family Attached	WY	Not Available	1960s	0	0	1	0	0	10	15465.9
150-200%	Single-Family Attached	WY	Owner	1960s	0	1	0	0	0	18	34049.9
150-200%	Single-Family Attached	WY	Renter	1960s	0	1	0	0	0	24	37310.2
200-300%	Single-Family Attached	WY	Not Available	1960s	0	0	1	0	0	21	39541.9
200-300%	Single-Family Attached	WY	Owner	1960s	0	1	0	0	0	18	29525.1
200-300%	Single-Family Attached	WY	Renter	1960s	0	1	0	0	0	10	16988.9
300-400%	Single-Family Attached	WY	Not Available	1960s	0	0	1	1	466.569	23	39347.8
300-400%	Single-Family Attached	WY	Owner	1960s	0	1	0	0	0	18	33197.7
300-400%	Single-Family Attached	WY	Renter	1960s	0	1	0	1	466.569	10	16988.9
400%+	Single-Family Attached	WY	Not Available	1960s	0	0	1	1	354.474	50	123511
400%+	Single-Family Attached	WY	Owner	1960s	0.048879	0.951121	0	0	0	44	110479
400%+	Single-Family Attached	WY	Renter	1960s	0	1	0	1	354.474	10	16212.9
Not Available	Single-Family Attached	WY	Not Available	1960s	0.119347	0.880653	0	2	1597.76	11	29715.8
Not Available	Single-Family Attached	WY	Owner	1960s	0	0	1	0	0	71	208693
Not Available	Single-Family Attached	WY	Renter	1960s	0	0	1	2	1597.76	15	37375.4
0-100%	Single-Family Attached	WY	Not Available	1970s	0	0	1	0	0	20	50682.8
0-100%	Single-Family Attached	WY	Owner	1970s	0	1	0	0	0	16	43148
0-100%	Single-Family Attached	WY	Renter	1970s	0	1	0	0	0	15	27700.1
100-150%	Single-Family Attached	WY	Not Available	1970s	0	0	1	0	0	13	26015.7
100-150%	Single-Family Attached	WY	Owner	1970s	0	1	0	0	0	18	35791.8
100-150%	Single-Family Attached	WY	Renter	1970s	0	1	0	0	0	11	20165.3
150-200%	Single-Family Attached	WY	Not Available	1970s	0	0	1	1	927.388	26	63179
150-200%	Single-Family Attached	WY	Owner	1970s	0	1	0	0	0	22	58881.7
150-200%	Single-Family Attached	WY	Renter	1970s	0	1	0	1	927.388	11	20165.3
200-300%	Single-Family Attached	WY	Not Available	1970s	0	0	1	1	409.184	37	56960.5
200-300%	Single-Family Attached	WY	Owner	1970s	0	1	0	0	0	33	48941.5
200-300%	Single-Family Attached	WY	Renter	1970s	0	1	0	1	409.184	12	14479.9
300-400%	Single-Family Attached	WY	Not Available	1970s	0	0	1	0	0	38	71471
300-400%	Single-Family Attached	WY	Owner	1970s	0.00248264	0.997517	0	0	0	34	67472
300-400%	Single-Family Attached	WY	Renter	1970s	0	1	0	0	0	12	14479.9
400%+	Single-Family Attached	WY	Not Available	1970s	0	0	1	2	1648.91	76	202280
400%+	Single-Family Attached	WY	Owner	1970s	0.0337139	0.966286	0	1	771.807	72	199099
400%+	Single-Family Attached	WY	Renter	1970s	0	1	0	1	877.1	10	16212.9
Not Available	Single-Family Attached	WY	Not Available	1970s	0.0156566	0.984343	0	3	2985.48	136	439426
Not Available	Single-Family Attached	WY	Owner	1970s	0	0	1	1	771.807	123	404496
Not Available	Single-Family Attached	WY	Renter	1970s	0	0	1	2	2213.67	13	34930.5
0-100%	Single-Family Attached	WY	Not Available	1980s	0	0	1	1	688.081	11	26892.3
0-100%	Single-Family Attached	WY	Owner	1980s	0.113615	0.886385	0	0	0	21	48441
0-100%	Single-Family Attached	WY	Renter	1980s	0	1	0	1	688.081	13	28873.5
100-150%	Single-Family Attached	WY	Not Available	1980s	0	0	1	1	669.227	10	15670.8
100-150%	Single-Family Attached	WY	Owner	1980s	0.147418	0.852582	0	0	0	18	37333.2
100-150%	Single-Family Attached	WY	Renter	1980s	0	1	0	1	669.227	13	28873.5
150-200%	Single-Family Attached	WY	Not Available	1980s	0	0	1	0	0	10	26714.7
150-200%	Single-Family Attached	WY	Owner	1980s	0.147418	0.852582	0	0	0	18	37333.2
150-200%	Single-Family Attached	WY	Renter	1980s	0	1	0	0	0	13	28873.5
200-300%	Single-Family Attached	WY	Not Available	1980s	0	0	1	1	507.004	29	62512.1
200-300%	Single-Family Attached	WY	Owner	1980s	0	1	0	1	507.004	27	59688.9
200-300%	Single-Family Attached	WY	Renter	1980s	0	1	0	0	0	19	46824.6
300-400%	Single-Family Attached	WY	Not Available	1980s	0	0	1	1	521.557	30	68707.9
300-400%	Single-Family Attached	WY	Owner	1980s	0.0128063	0.987194	0	1	521.557	25	58281.4
300-400%	Single-Family Attached	WY	Renter	1980s	0	1	0	0	0	19	46824.6
400%+	Single-Family Attached	WY	Not Available	1980s	0	0	1	2	1381.12	10	23737.4
400%+	Single-Family Attached	WY	Owner	1980s	0.0377112	0.962289	0	1	665.533	63	183394
400%+	Single-Family Attached	WY	Renter	1980s	0	1	0	1	715.583	12	33315.6
Not Available	Single-Family Attached	WY	Not Available	1980s	0.0332605	0.966739	0	5	3766.98	17	43585.1
Not Available	Single-Family Attached	WY	Owner	1980s	0	0	1	2	1694.09	12	36373.5
Not Available	Single-Family Attached	WY	Renter	1980s	0	0	1	3	2072.89	15	46834.2
0-100%	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	10	40514.6
0-100%	Single-Family Attached	WY	Owner	1990s	0	1	0	0	0	44	115553
0-100%	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	10	19922.1
100-150%	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	14	36427.8
100-150%	Single-Family Attached	WY	Owner	1990s	0	1	0	0	0	11	29399.8
100-150%	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	10	19922.1
150-200%	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	17	39690.8
150-200%	Single-Family Attached	WY	Owner	1990s	0	1	0	0	0	15	37460.7
150-200%	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	10	19922.1
200-300%	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	42	95212.1
200-300%	Single-Family Attached	WY	Owner	1990s	0	1	0	0	0	36	79554.4
200-300%	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	12	33575
300-400%	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	34	75376.4
300-400%	Single-Family Attached	WY	Owner	1990s	0	1	0	0	0	30	64433.4
300-400%	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	12	33575
400%+	Single-Family Attached	WY	Not Available	1990s	0	0	1	0	0	85	318602
400%+	Single-Family Attached	WY	Owner	1990s	0.0452781	0.954722	0	0	0	81	301022
400%+	Single-Family Attached	WY	Renter	1990s	0	1	0	0	0	12	33315.6
Not Available	Single-Family Attached	WY	Not Available	1990s	0	1	0	0	0	10	34145.6
Not Available	Single-Family Attached	WY	Owner	1990s	0	0	1	0	0	131	537808
Not Available	Single-Family Attached	WY	Renter	1990s	0	0	1	0	0	14	56627.1
0-100%	Single-Family Attached	WY	Not Available	2000s	0	0	1	1	34.4523	11	36916.7
0-100%	Single-Family Attached	WY	Owner	2000s	0.0246116	0.975388	0	0	0	38	81579.2
0-100%	Single-Family Attached	WY	Renter	2000s	0	1	0	1	34.4523	12	32174.4
100-150%	Single-Family Attached	WY	Not Available	2000s	0	0	1	1	978.648	14	35808.8
100-150%	Single-Family Attached	WY	Owner	2000s	0	1	0	0	0	10	23603.5
100-150%	Single-Family Attached	WY	Renter	2000s	0	1	0	1	978.648	12	32174.4
150-200%	Single-Family Attached	WY	Not Available	2000s	0	0	1	0	0	22	37002
150-200%	Single-Family Attached	WY	Owner	2000s	0.0664973	0.933503	0	0	0	18	30193.6
150-200%	Single-Family Attached	WY	Renter	2000s	0	1	0	0	0	12	32174.4
200-300%	Single-Family Attached	WY	Not Available	2000s	0	0	1	1	676.417	50	79616.6
200-300%	Single-Family Attached	WY	Owner	2000s	0	1	0	1	676.417	43	63982.7
200-300%	Single-Family Attached	WY	Renter	2000s	0	1	0	0	0	12	29773.1
300-400%	Single-Family Attached	WY	Not Available	2000s	0	0	1	0	0	49	85434.1
300-400%	Single-Family Attached	WY	Owner	2000s	0	1	0	0	0	44	71294.9
300-400%	Single-Family Attached	WY	Renter	2000s	0	1	0	0	0	12	29773.1
400%+	Single-Family Attached	WY	Not Available	2000s	0	0	1	1	1018.3	110	352583
400%+	Single-Family Attached	WY	Owner	2000s	0.0444469	0.955553	0	1	1018.3	99	321452
400%+	Single-Family Attached	WY	Renter	2000s	0	1	0	0	0	11	31130.9
Not Available	Single-Family Attached	WY	Not Available	2000s	0	1	0	3	2707.81	22	70519.2
Not Available	Single-Family Attached	WY	Owner	2000s	0	0	1	2	1694.71	14	40485.6
Not Available	Single-Family Attached	WY	Renter	2000s	0	0	1	1	1013.1	23	87735.5
0-100%	Single-Family Attached	WY	Not Available	2010s	0	0	1	0	0	25	73829.6
0-100%	Single-Family Attached	WY	Owner	2010s	0.143507	0.856493	0	0	0	20	48867.3
0-100%	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	17	57136.7
100-150%	Single-Family Attached	WY	Not Available	2010s	0	0	1	0	0	20	57068.8
100-150%	Single-Family Attached	WY	Owner	2010s	0.205704	0.794296	0	0	0	16	34091.7
100-150%	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	17	57136.7
150-200%	Single-Family Attached	WY	Not Available	2010s	0	0	1	0	0	10	16112
150-200%	Single-Family Attached	WY	Owner	2010s	0	1	0	0	0	10	16112
150-200%	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	17	57136.7
200-300%	Single-Family Attached	WY	Not Available	2010s	0	0	1	1	779.01	33	58815.2
200-300%	Single-Family Attached	WY	Owner	2010s	0.10237	0.89763	0	1	779.01	27	43086.2
200-300%	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	11	24452.5
300-400%	Single-Family Attached	WY	Not Available	2010s	0	0	1	0	0	34	59797.5
300-400%	Single-Family Attached	WY	Owner	2010s	0	1	0	0	0	30	51080.4
300-400%	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	11	24452.5
400%+	Single-Family Attached	WY	Not Available	2010s	0	0	1	0	0	10	32378.8
400%+	Single-Family Attached	WY	Owner	2010s	0	1	0	0	0	10	32378.8
400%+	Single-Family Attached	WY	Renter	2010s	0	1	0	0	0	16	46967.6
Not Available	Single-Family Attached	WY	Not Available	2010s	0	1	0	1	779.01	17	58971.6
Not Available	Single-Family Attached	WY	Owner	2010s	0	0	1	1	779.01	14	48686.4
Not Available	Single-Family Attached	WY	Renter	2010s	0	0	1	0	0	14	58497.6
0-100%	Single-Family Attached	WY	Not Available	<1940	0	0	1	0	0	11	24314.7
0-100%	Single-Family Attached	WY	Owner	<1940	0	1	0	0	0	34	49059.8
0-100%	Single-Family Attached	WY	Renter	<1940	0	1	0	0	0	14	24705.6
100-150%	Single-Family Attached	WY	Not Available	<1940	0	0	1	0	0	14	16742.1
100-150%	Single-Family Attached	WY	Owner	<1940	0	1	0	0	0	10	12080.1
100-150%	Single-Family Attached	WY	Renter	<1940	0	1	0	0	0	14	24705.6
150-200%	Single-Family Attached	WY	Not Available	<1940	0	0	1	0	0	23	32708.6
150-200%	Single-Family Attached	WY	Owner	<1940	0	1	0	0	0	18	22303
