Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	fallback_count	fallback_weight
None	300-400%	Single-Family Attached	Renter	2000-09	0.346364	0.653636	0	0.572617	1523.97	0.572617	1523.97
None	300-400%	Single-Family Attached	Renter	2010s	0.217735	0.782265	0	0.337967	760.436	0.337967	760.436
None	300-400%	Single-Family Attached	Renter	<1940	0.736125	0.263875	0	0.376491	981.475	0.376491	981.475
None	300-400%	Single-Family Detached	Not Available	1940-59	0	0	1	44.0504	111784	44.0504	111784
None	300-400%	Single-Family Detached	Not Available	1960-79	0	0	1	41.2373	153143	41.2373	153143
None	300-400%	Single-Family Detached	Not Available	1980-99	0	0	1	40.3176	157721	40.3176	157721
None	300-400%	Single-Family Detached	Not Available	2000-09	0	0	1	23.939	81142.2	23.939	81142.2
None	300-400%	Single-Family Detached	Not Available	2010s	0	0	1	13.9847	44906.4	13.9847	44906.4
None	300-400%	Single-Family Detached	Not Available	<1940	0	0	1	25.8325	79862.4	25.8325	79862.4
None	300-400%	Single-Family Detached	Owner	1940-59	0.293138	0.706862	0	37.2635	93780.1	37.2635	93780.1
None	300-400%	Single-Family Detached	Owner	1960-79	0.202793	0.797207	0	34.8837	128478	34.8837	128478
None	300-400%	Single-Family Detached	Owner	1980-99	0.142496	0.857504	0	34.1057	132318	34.1057	132318
None	300-400%	Single-Family Detached	Owner	2000-09	0.118241	0.881759	0	20.2506	68073.6	20.2506	68073.6
None	300-400%	Single-Family Detached	Owner	2010s	0.0971919	0.902808	0	11.83	37673.8	11.83	37673.8
None	300-400%	Single-Family Detached	Owner	<1940	0.312042	0.687958	0	21.8524	66999.9	21.8524	66999.9
None	300-400%	Single-Family Detached	Renter	1940-59	0.524573	0.475427	0	0.283038	789.917	0.283038	789.917
None	300-400%	Single-Family Detached	Renter	1960-79	0.40363	0.59637	0	0.264963	1082.18	0.264963	1082.18
None	300-400%	Single-Family Detached	Renter	1980-99	0.306583	0.693417	0	0.259053	1114.53	0.259053	1114.53
None	300-400%	Single-Family Detached	Renter	2000-09	0.262962	0.737038	0	0.153816	573.389	0.153816	573.389
None	300-400%	Single-Family Detached	Renter	2010s	0.222656	0.777344	0	0.0898562	317.33	0.0898562	317.33
None	300-400%	Single-Family Detached	Renter	<1940	0.546856	0.453144	0	0.165982	564.346	0.165982	564.346
None	400%+	Mobile Home	Not Available	1940-59	0	0	1	0.229034	981.737	0.229034	981.737
None	400%+	Mobile Home	Not Available	1960-79	0	0	1	1.86182	8716.38	1.86182	8716.38
None	400%+	Mobile Home	Not Available	1980-99	0	0	1	3.21386	16685.6	3.21386	16685.6
None	400%+	Mobile Home	Not Available	2000-09	0	0	1	1.17472	4999.62	1.17472	4999.62
None	400%+	Mobile Home	Not Available	2010s	0	0	1	0.664937	3244.17	0.664937	3244.17
None	400%+	Mobile Home	Not Available	<1940	0	0	1	0.0738819	349.342	0.0738819	349.342
None	400%+	Mobile Home	Owner	1940-59	0.397711	0.602289	0	0.189128	814.351	0.189128	814.351
None	400%+	Mobile Home	Owner	1960-79	0.279161	0.720839	0	1.53743	7230.23	1.53743	7230.23
None	400%+	Mobile Home	Owner	1980-99	0.278639	0.721361	0	2.65389	13840.7	2.65389	13840.7
None	400%+	Mobile Home	Owner	2000-09	0.343582	0.656418	0	0.970043	4147.18	0.970043	4147.18
None	400%+	Mobile Home	Owner	2010s	0.215569	0.784431	0	0.549081	2691.04	0.549081	2691.04
None	400%+	Mobile Home	Owner	<1940	0.413516	0.586484	0	0.061009	289.779	0.061009	289.779
None	400%+	Mobile Home	Renter	1940-59	0.733347	0.266653	0	0.00190745	7.81679	0.00190745	7.81679
None	400%+	Mobile Home	Renter	1960-79	0.61729	0.38271	0	0.0155057	69.4016	0.0155057	69.4016
None	400%+	Mobile Home	Renter	1980-99	0.616675	0.383325	0	0.0267658	132.854	0.0267658	132.854
None	400%+	Mobile Home	Renter	2000-09	0.685532	0.314468	0	0.00978337	39.808	0.00978337	39.808
None	400%+	Mobile Home	Renter	2010s	0.5337	0.4663	0	0.00553776	25.8308	0.00553776	25.8308
None	400%+	Mobile Home	Renter	<1940	0.745971	0.254029	0	0.000615306	2.78153	0.000615306	2.78153
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	7.87504	28975.4	7.87504	28975.4
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	7.22709	54677.6	7.22709	54677.6
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	6.23025	48858	6.23025	48858
None	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	2.24289	14753.8	2.24289	14753.8
None	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	1.5451	8832.9	1.5451	8832.9
None	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	6.00596	34594.4	6.00596	34594.4
None	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.638974	0.361026	0	0.348755	1321.04	0.348755	1321.04
None	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0.665223	0.334777	0	0.32006	2492.86	0.32006	2492.86
None	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0.681641	0.318359	0	0.275914	2227.53	0.275914	2227.53
None	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0.604338	0.395662	0	0.0993291	672.655	0.0993291	672.655
None	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.614912	0.385088	0	0.0684267	402.709	0.0684267	402.709
None	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.616983	0.383017	0	0.265981	1577.23	0.265981	1577.23
None	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.736677	0.263323	0	4.90895	17922.6	4.90895	17922.6
None	400%+	Multi-Family with 2 - 4 Units	Renter	1960-79	0.758507	0.241493	0	4.50505	33820.6	4.50505	33820.6
None	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0.771918	0.228082	0	3.88366	30221	3.88366	30221
None	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0.707117	0.292883	0	1.39812	9125.92	1.39812	9125.92
None	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.716234	0.283766	0	0.963149	5463.56	0.963149	5463.56
None	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.71801	0.28199	0	3.74385	21398.2	3.74385	21398.2
None	400%+	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	29.4168	121272	29.4168	121272
None	400%+	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	45.1638	367081	45.1638	367081
None	400%+	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	41.0093	354567	41.0093	354567
None	400%+	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	23.252	178738	23.252	178738
None	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	23.386	158598	23.386	158598
None	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	20.3706	127389	20.3706	127389
None	400%+	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	1.48349	6781.61	1.48349	6781.61
None	400%+	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	2.27761	20527.4	2.27761	20527.4
None	400%+	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	2.06809	19827.6	2.06809	19827.6
None	400%+	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	1.1726	9995.12	1.1726	9995.12
None	400%+	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	1.17935	8868.87	1.17935	8868.87
None	400%+	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	1.02729	7123.68	1.02729	7123.68
None	400%+	Multi-Family with 5+ Units	Renter	1940-59	0.875714	0.124286	0	17.6706	70698.1	17.6706	70698.1
None	400%+	Multi-Family with 5+ Units	Renter	1960-79	0.877953	0.122047	0	27.1298	213997	27.1298	213997
None	400%+	Multi-Family with 5+ Units	Renter	1980-99	0.878706	0.121294	0	24.6342	206702	24.6342	206702
None	400%+	Multi-Family with 5+ Units	Renter	2000-09	0.877646	0.122354	0	13.9674	104199	13.9674	104199
None	400%+	Multi-Family with 5+ Units	Renter	2010s	0.894348	0.105652	0	14.0479	92457.7	14.0479	92457.7
None	400%+	Multi-Family with 5+ Units	Renter	<1940	0.871485	0.128515	0	12.2366	74264.1	12.2366	74264.1
None	400%+	Single-Family Attached	Not Available	1940-59	0	0	1	32.9683	69991.6	32.9683	69991.6
None	400%+	Single-Family Attached	Not Available	1960-79	0	0	1	39.3635	151817	39.3635	151817
None	400%+	Single-Family Attached	Not Available	1980-99	0	0	1	60.3133	228047	60.3133	228047
None	400%+	Single-Family Attached	Not Available	2000-09	0	0	1	36.0556	124666	36.0556	124666
None	400%+	Single-Family Attached	Not Available	2010s	0	0	1	21.2805	62206.2	21.2805	62206.2
None	400%+	Single-Family Attached	Not Available	<1940	0	0	1	23.7063	80287.9	23.7063	80287.9
None	400%+	Single-Family Attached	Owner	1940-59	0.466174	0.533826	0	19.9014	43292.4	19.9014	43292.4
None	400%+	Single-Family Attached	Owner	1960-79	0.349712	0.650288	0	23.7618	93904.5	23.7618	93904.5
None	400%+	Single-Family Attached	Owner	1980-99	0.265774	0.734226	0	36.4082	141056	36.4082	141056
None	400%+	Single-Family Attached	Owner	2000-09	0.167996	0.832004	0	21.765	77110.4	21.765	77110.4
None	400%+	Single-Family Attached	Owner	2010s	0.09589	0.90411	0	12.846	38476.8	12.846	38476.8
None	400%+	Single-Family Attached	Owner	<1940	0.515268	0.484732	0	14.3103	49661	14.3103	49661
None	400%+	Single-Family Attached	Renter	1940-59	0.608809	0.391191	0	1.63642	3191.23	1.63642	3191.23
None	400%+	Single-Family Attached	Renter	1960-79	0.48938	0.51062	0	1.95385	6922.03	1.95385	6922.03
None	400%+	Single-Family Attached	Renter	1980-99	0.392135	0.607865	0	2.99371	10397.7	2.99371	10397.7
None	400%+	Single-Family Attached	Renter	2000-09	0.264624	0.735376	0	1.78966	5684.09	1.78966	5684.09
None	400%+	Single-Family Attached	Renter	2010s	0.158968	0.841032	0	1.05628	2836.26	1.05628	2836.26
None	400%+	Single-Family Attached	Renter	<1940	0.654507	0.345493	0	1.17669	3660.69	1.17669	3660.69
None	400%+	Single-Family Detached	Not Available	1940-59	0	0	1	362.678	1.33791e+06	362.678	1.33791e+06
None	400%+	Single-Family Detached	Not Available	1960-79	0	0	1	339.517	1.83292e+06	339.517	1.83292e+06
None	400%+	Single-Family Detached	Not Available	1980-99	0	0	1	331.944	1.88771e+06	331.944	1.88771e+06
None	400%+	Single-Family Detached	Not Available	2000-09	0	0	1	197.096	971167	197.096	971167
None	400%+	Single-Family Detached	Not Available	2010s	0	0	1	115.139	537471	115.139	537471
None	400%+	Single-Family Detached	Not Available	<1940	0	0	1	212.685	955849	212.685	955849
None	400%+	Single-Family Detached	Owner	1940-59	0.234978	0.765022	0	324.142	1.19312e+06	324.142	1.19312e+06
None	400%+	Single-Family Detached	Owner	1960-79	0.158538	0.841462	0	303.442	1.63456e+06	303.442	1.63456e+06
None	400%+	Single-Family Detached	Owner	1980-99	0.10959	0.89041	0	296.674	1.68342e+06	296.674	1.68342e+06
None	400%+	Single-Family Detached	Owner	2000-09	0.090346	0.909654	0	176.153	866066	176.153	866066
None	400%+	Single-Family Detached	Owner	2010s	0.0738469	0.926153	0	102.905	479306	102.905	479306
None	400%+	Single-Family Detached	Owner	<1940	0.251465	0.748535	0	190.086	852407	190.086	852407
None	400%+	Single-Family Detached	Renter	1940-59	0.457868	0.542132	0	1.08151	4144.76	1.08151	4144.76
None	400%+	Single-Family Detached	Renter	1960-79	0.341264	0.658736	0	1.01245	5678.3	1.01245	5678.3
None	400%+	Single-Family Detached	Renter	1980-99	0.252854	0.747146	0	0.989865	5848.02	0.989865	5848.02
None	400%+	Single-Family Detached	Renter	2000-09	0.214513	0.785487	0	0.587743	3008.62	0.587743	3008.62
None	400%+	Single-Family Detached	Renter	2010s	0.179821	0.820179	0	0.343348	1665.06	0.343348	1665.06
None	400%+	Single-Family Detached	Renter	<1940	0.480179	0.519821	0	0.634231	2961.17	0.634231	2961.17
None	Not Available	Mobile Home	Not Available	1940-59	0.626904	0.373096	0	14.6505	95272	14.6505	95272
None	Not Available	Mobile Home	Not Available	1960-79	0.496336	0.503664	0	119.094	845875	119.094	845875
None	Not Available	Mobile Home	Not Available	1980-99	0.495687	0.504313	0	205.58	1.61924e+06	205.58	1.61924e+06
None	Not Available	Mobile Home	Not Available	2000-09	0.571163	0.428837	0	75.1429	485185	75.1429	485185
None	Not Available	Mobile Home	Not Available	2010s	0.411514	0.588486	0	42.5337	314828	42.5337	314828
None	Not Available	Mobile Home	Not Available	<1940	0.642107	0.357893	0	4.72597	33901.7	4.72597	33901.7
None	Not Available	Mobile Home	Owner	1940-59	0	0	1	9.07457	59098.1	9.07457	59098.1
None	Not Available	Mobile Home	Owner	1960-79	0	0	1	73.7675	524704	73.7675	524704
None	Not Available	Mobile Home	Owner	1980-99	0	0	1	127.337	1.00443e+06	127.337	1.00443e+06
None	Not Available	Mobile Home	Owner	2000-09	0	0	1	46.5438	300964	46.5438	300964
None	Not Available	Mobile Home	Owner	2010s	0	0	1	26.3455	195291	26.3455	195291
None	Not Available	Mobile Home	Owner	<1940	0	0	1	2.92728	21029.5	2.92728	21029.5
None	Not Available	Mobile Home	Renter	1940-59	0	0	1	0.664534	4298.19	0.664534	4298.19
None	Not Available	Mobile Home	Renter	1960-79	0	0	1	5.40202	38161.6	5.40202	38161.6
None	Not Available	Mobile Home	Renter	1980-99	0	0	1	9.32491	73051.9	9.32491	73051.9
None	Not Available	Mobile Home	Renter	2000-09	0	0	1	3.40842	21889.1	3.40842	21889.1
None	Not Available	Mobile Home	Renter	2010s	0	0	1	1.92929	14203.5	1.92929	14203.5
None	Not Available	Mobile Home	Renter	<1940	0	0	1	0.214366	1529.47	0.214366	1529.47
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.767556	0.232444	0	140.776	657796	140.776	657796
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0.787564	0.212436	0	129.193	1.24128e+06	129.193	1.24128e+06
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0.799787	0.200213	0	111.374	1.10917e+06	111.374	1.10917e+06
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0.74024	0.25976	0	40.0945	334939	40.0945	334939
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0.748692	0.251308	0	27.6206	200523	27.6206	200523
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.750336	0.249664	0	107.364	785358	107.364	785358
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	1	2.05532	9666.96	2.05532	9666.96
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	1	1.88621	18241.9	1.88621	18241.9
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	1	1.62604	16300.3	1.62604	16300.3
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	1	0.585375	4922.27	0.585375	4922.27
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	1	0.403259	2946.89	0.403259	2946.89
None	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	1	1.56751	11541.6	1.56751	11541.6
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	1	108.811	507978	108.811	507978
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	1	99.8585	958571	99.8585	958571
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	1	86.0849	856547	86.0849	856547
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	1	30.9906	258654	30.9906	258654
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	1	21.3491	154853	21.3491	154853
None	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	1	82.9859	606486	82.9859	606486
None	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0.853739	0.146261	0	196.519	985960	196.519	985960
None	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0.856308	0.143692	0	301.718	2.98442e+06	301.718	2.98442e+06
None	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0.857173	0.142827	0	273.963	2.88268e+06	273.963	2.88268e+06
None	Not Available	Multi-Family with 5+ Units	Not Available	2000-09	0.855956	0.144044	0	155.335	1.45316e+06	155.335	1.45316e+06
None	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0.875197	0.124803	0	156.231	1.28942e+06	156.231	1.28942e+06
None	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0.848891	0.151109	0	136.086	1.03569e+06	136.086	1.03569e+06
None	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	1	3.81389	19222.4	3.81389	19222.4
None	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	1	5.85549	58184.6	5.85549	58184.6
None	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	1	5.31685	56201.2	5.31685	56201.2
None	Not Available	Multi-Family with 5+ Units	Owner	2000-09	0	0	1	3.01462	28331.1	3.01462	28331.1
None	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	1	3.032	25138.7	3.032	25138.7
None	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	1	2.64105	20192	2.64105	20192
None	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	1	145.579	729846	145.579	729846
None	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	1	223.509	2.20918e+06	223.509	2.20918e+06
None	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	1	202.949	2.13387e+06	202.949	2.13387e+06
None	Not Available	Multi-Family with 5+ Units	Renter	2000-09	0	0	1	115.07	1.07569e+06	115.07	1.07569e+06
None	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	1	115.734	954480	115.734	954480
None	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	1	100.811	766660	100.811	766660
None	Not Available	Single-Family Attached	Not Available	1940-59	0.6284	0.3716	0	145.036	367471	145.036	367471
None	Not Available	Single-Family Attached	Not Available	1960-79	0.51014	0.48986	0	173.17	797072	173.17	797072
None	Not Available	Single-Family Attached	Not Available	1980-99	0.412098	0.587902	0	265.334	1.1973e+06	265.334	1.1973e+06
None	Not Available	Single-Family Attached	Not Available	2000-09	0.281098	0.718902	0	158.618	654522	158.618	654522
None	Not Available	Single-Family Attached	Not Available	2010s	0.170388	0.829612	0	93.6187	326596	93.6187	326596
None	Not Available	Single-Family Attached	Not Available	<1940	0.673039	0.326961	0	104.29	421529	104.29	421529
None	Not Available	Single-Family Attached	Owner	1940-59	0	0	1	57.2759	141584	57.2759	141584
None	Not Available	Single-Family Attached	Owner	1960-79	0	0	1	68.3863	307108	68.3863	307108
None	Not Available	Single-Family Attached	Owner	1980-99	0	0	1	104.782	461312	104.782	461312
None	Not Available	Single-Family Attached	Owner	2000-09	0	0	1	62.6395	252184	62.6395	252184
None	Not Available	Single-Family Attached	Owner	2010s	0	0	1	36.9707	125836	36.9707	125836
None	Not Available	Single-Family Attached	Owner	<1940	0	0	1	41.185	162413	41.185	162413
None	Not Available	Single-Family Attached	Renter	1940-59	0	0	1	20.0119	52861.6	20.0119	52861.6
None	Not Available	Single-Family Attached	Renter	1960-79	0	0	1	23.8938	114661	23.8938	114661
None	Not Available	Single-Family Attached	Renter	1980-99	0	0	1	36.6104	172234	36.6104	172234
None	Not Available	Single-Family Attached	Renter	2000-09	0	0	1	21.8859	94154.7	21.8859	94154.7
None	Not Available	Single-Family Attached	Renter	2010s	0	0	1	12.9174	46981.6	12.9174	46981.6
None	Not Available	Single-Family Attached	Renter	<1940	0	0	1	14.3898	60637.9	14.3898	60637.9
None	Not Available	Single-Family Detached	Not Available	1940-59	0.359499	0.640501	0	1294.47	5.70945e+06	1294.47	5.70945e+06
None	Not Available	Single-Family Detached	Not Available	1960-79	0.256112	0.743888	0	1211.8	7.82191e+06	1211.8	7.82191e+06
None	Not Available	Single-Family Detached	Not Available	1980-99	0.183613	0.816387	0	1184.77	8.05571e+06	1184.77	8.05571e+06
None	Not Available	Single-Family Detached	Not Available	2000-09	0.153613	0.846387	0	703.472	4.1444e+06	703.472	4.1444e+06
None	Not Available	Single-Family Detached	Not Available	2010s	0.127175	0.872825	0	410.955	2.29363e+06	410.955	2.29363e+06
None	Not Available	Single-Family Detached	Not Available	<1940	0.38038	0.61962	0	759.114	4.07904e+06	759.114	4.07904e+06
None	Not Available	Single-Family Detached	Owner	1940-59	0	0	1	1038.96	4.52278e+06	1038.96	4.52278e+06
None	Not Available	Single-Family Detached	Owner	1960-79	0	0	1	972.605	6.19619e+06	972.605	6.19619e+06
None	Not Available	Single-Family Detached	Owner	1980-99	0	0	1	950.913	6.38139e+06	950.913	6.38139e+06
None	Not Available	Single-Family Detached	Owner	2000-09	0	0	1	564.615	3.28302e+06	564.615	3.28302e+06
None	Not Available	Single-Family Detached	Owner	2010s	0	0	1	329.837	1.81692e+06	329.837	1.81692e+06
None	Not Available	Single-Family Detached	Owner	<1940	0	0	1	609.274	3.23124e+06	609.274	3.23124e+06
None	Not Available	Single-Family Detached	Renter	1940-59	0	0	1	13.9819	69043.5	13.9819	69043.5
None	Not Available	Single-Family Detached	Renter	1960-79	0	0	1	13.089	94589.1	13.089	94589.1
None	Not Available	Single-Family Detached	Renter	1980-99	0	0	1	12.797	97416.4	12.797	97416.4
None	Not Available	Single-Family Detached	Renter	2000-09	0	0	1	7.59838	50117.6	7.59838	50117.6
None	Not Available	Single-Family Detached	Renter	2010s	0	0	1	4.43883	27736.5	4.43883	27736.5
None	Not Available	Single-Family Detached	Renter	<1940	0	0	1	8.19938	49327.2	8.19938	49327.2
# Created by: sources\recs\recs2020\tsv_maker.py
# Description: The unit has an outlet within 20 feet of vehicle parking.
# Source: Constructed using U.S. EIA 2020 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: RECS 2020 has Multi-Family 5+ units marked as Not Applicable. These units are replaced by data from the No Place Like Home Study (https://www.nrel.gov/docs/fy22osti/81065.pdf) Table 1 Scenario 2. Multi-Family 5+ units owners is assumed for 12% units having electrical access. This fraction is based on the average of mid-capacity apt and high-capacity apt. Multi-Family 5+ units owners is assumed for 28% units having electrical access.
